cliente_id,cidade,plano_id,canal_aquisicao,data_ativacao,mensalidade
CLI-0428,Salvador,PL04,indicação,2025-04-20,189.61
CLI-0429,Feira de Santana,PL02,loja,2024-10-16,112.26
CLI-0430,Salvador,PL01,site,2025-01-12,87.29
CLI-0431,Feira de Santana,PL04,site,2025-05-09,198.83
CLI-0432,Salvador,PL03,loja,2023-05-06,161.85
CLI-0433,Feira de Santana,PL02,loja,2024-06-24,115.35
CLI-0434,Salvador,PL05,indicação,2022-10-05,333.19
CLI-0435,Ilhéus,PL04,site,2023-04-20,199.62
CLI-0436,Ilhéus,PL05,loja,2023-07-31,283.18
CLI-0437,Salvador,PL02,loja,2024-01-02,112.61
CLI-0438,Ilhéus,PL01,site,2022-08-22,88.22
CLI-0439,Vitória da Conquista,PL05,telefone,2026-05-27,282.77
CLI-0440,Eunápolis,PL03,loja,2024-10-01,167.01
CLI-0441,Ilhéus,PL04,telefone,2024-03-17,204.32
CLI-0442,Ilhéus,PL01,telefone,2022-09-28,85.88
CLI-0443,Feira de Santana,PL04,telefone,2026-06-24,189.6
CLI-0444,Eunápolis,PL03,indicação,2022-12-08,163.91
CLI-0445,Eunápolis,PL05,indicação,2023-03-16,304.77
CLI-0446,Feira de Santana,PL05,indicação,2025-01-20,326.8
CLI-0447,Vitória da Conquista,PL05,telefone,2024-04-29,318.67
CLI-0448,Ilhéus,PL01,telefone,2022-09-26,76.08
CLI-0449,Feira de Santana,PL04,telefone,2022-09-26,185.9
CLI-0450,Feira de Santana,PL03,site,2023-02-12,164.68
CLI-0451,Feira de Santana,PL03,telefone,2025-01-27,163.41
CLI-0452,Salvador,PL04,site,2023-04-05,207.28
CLI-0453,Feira de Santana,PL02,site,2023-02-10,111.26
CLI-0454,Feira de Santana,PL05,site,2026-03-29,322.19
CLI-0455,Feira de Santana,PL02,site,2024-07-19,105.64
CLI-0456,Salvador,PL02,telefone,2026-02-18,105.11
CLI-0457,Salvador,PL02,site,2026-05-09,115.61
CLI-0458,Vitória da Conquista,PL05,indicação,2025-10-16,327.49
CLI-0459,Feira de Santana,PL05,site,2023-07-12,334.25
CLI-0460,Vitória da Conquista,PL03,site,2026-01-05,155.72
CLI-0461,Salvador,PL03,loja,2022-11-15,159.41
CLI-0462,Feira de Santana,PL04,indicação,2025-07-12,200.85
CLI-0463,Salvador,PL04,telefone,2026-05-23,208.68
CLI-0464,Ilhéus,PL03,telefone,2025-05-26,155.07
CLI-0465,Salvador,PL04,indicação,2023-07-06,210.77
CLI-0466,Ilhéus,PL04,telefone,2022-11-10,184.72
CLI-0467,Vitória da Conquista,PL01,loja,2024-09-26,86.99
CLI-0468,Eunápolis,PL02,loja,2025-03-12,111.16
CLI-0469,Feira de Santana,PL03,loja,2022-10-23,158.82
CLI-0470,Salvador,PL01,site,2023-11-01,80.1
CLI-0471,Eunápolis,PL01,telefone,2025-07-16,79.77
CLI-0472,Eunápolis,PL03,loja,2025-04-18,155.46
CLI-0473,Eunápolis,PL02,loja,2025-03-17,109.49
CLI-0474,Eunápolis,PL05,telefone,2023-10-29,318.5
CLI-0475,Vitória da Conquista,PL03,site,2026-06-09,139.58
CLI-0476,Ilhéus,PL04,loja,2025-10-19,209.86
CLI-0477,Eunápolis,PL02,indicação,2026-02-02,102.47
CLI-0478,Eunápolis,PL03,site,2025-12-31,166.72
CLI-0479,Salvador,PL04,indicação,2026-06-27,184.36
CLI-0480,Vitória da Conquista,PL05,loja,2024-04-06,315.5
CLI-0481,Salvador,PL03,loja,2025-04-03,143.89
CLI-0482,Salvador,PL03,indicação,2024-04-24,159.77
CLI-0483,Salvador,PL03,indicação,2025-09-28,148.07
CLI-0484,Vitória da Conquista,PL02,indicação,2026-04-04,117.53
CLI-0485,Eunápolis,PL03,telefone,2022-07-31,138.27
CLI-0486,Salvador,PL03,site,2024-10-22,145.26
CLI-0487,Ilhéus,PL04,indicação,2026-01-02,193.68
CLI-0488,Ilhéus,PL04,site,2023-01-15,194.23
CLI-0489,Vitória da Conquista,PL03,site,2024-12-29,164.79
CLI-0490,Eunápolis,PL01,loja,2025-03-02,78.86
CLI-0491,Eunápolis,PL01,site,2025-02-16,86.37
CLI-0492,Ilhéus,PL05,telefone,2022-07-17,277.97
CLI-0493,Feira de Santana,PL05,indicação,2024-08-06,276.88
CLI-0494,Ilhéus,PL05,site,2026-03-03,300.93
CLI-0495,Salvador,PL03,indicação,2022-09-02,140.05
CLI-0496,Feira de Santana,PL03,indicação,2026-02-11,157.93
CLI-0497,Feira de Santana,PL03,indicação,2025-11-20,149.58
CLI-0498,Eunápolis,PL05,site,2026-05-28,326.55
CLI-0499,Vitória da Conquista,PL04,telefone,2026-04-30,212.55
CLI-0500,Feira de Santana,PL02,telefone,2025-03-07,117.04
CLI-0501,Ilhéus,PL03,telefone,2024-06-06,142.93
CLI-0502,Eunápolis,PL01,loja,2022-11-12,88.14
CLI-0503,Ilhéus,PL05,site,2024-03-07,335.68
CLI-0504,Ilhéus,PL03,site,2023-08-25,141.05
CLI-0505,Salvador,PL03,telefone,2026-05-19,144.44
CLI-0506,Eunápolis,PL02,site,2022-10-15,103.4
CLI-0507,Ilhéus,PL03,indicação,2022-12-16,154.24
CLI-0508,Ilhéus,PL04,telefone,2025-10-23,223.49
CLI-0509,Vitória da Conquista,PL01,loja,2024-12-18,83.36
CLI-0510,Feira de Santana,PL03,site,2023-11-15,139.89
CLI-0511,Salvador,PL04,telefone,2025-12-15,209.13
CLI-0512,Salvador,PL05,loja,2025-09-15,334.87
CLI-0513,Eunápolis,PL02,loja,2023-08-09,118.62
CLI-0514,Vitória da Conquista,PL04,telefone,2025-03-14,217.28
CLI-0515,Eunápolis,PL03,indicação,2024-04-17,157.9
CLI-0516,Ilhéus,PL03,indicação,2024-03-13,152.9
CLI-0517,Eunápolis,PL05,telefone,2023-01-23,333.42
CLI-0518,Salvador,PL03,loja,2023-09-01,143.35
CLI-0519,Feira de Santana,PL02,indicação,2025-03-26,122.47
CLI-0520,Vitória da Conquista,PL03,indicação,2023-09-09,154.5
CLI-0521,Feira de Santana,PL01,telefone,2025-10-31,87.11
CLI-0522,Salvador,PL02,telefone,2024-04-28,113.15
CLI-0523,Eunápolis,PL01,telefone,2026-06-25,82.16
CLI-0524,Feira de Santana,PL04,loja,2025-07-22,188.77
CLI-0525,Feira de Santana,PL05,loja,2023-03-08,323.38
CLI-0526,Feira de Santana,PL02,telefone,2025-12-15,106.62
CLI-0527,Ilhéus,PL01,loja,2024-10-28,75.75
CLI-0528,Vitória da Conquista,PL05,indicação,2025-11-23,294.82
CLI-0529,Salvador,PL01,site,2024-12-07,83.18
CLI-0530,Ilhéus,PL01,loja,2022-09-26,75.21
CLI-0531,Salvador,PL02,loja,2024-01-05,114.62
CLI-0532,Feira de Santana,PL03,site,2025-02-14,143.86
CLI-0533,Feira de Santana,PL05,telefone,2025-05-01,321.19
CLI-0534,Ilhéus,PL05,telefone,2024-11-08,285.49
CLI-0535,Salvador,PL03,site,2025-09-22,155.16
CLI-0536,Feira de Santana,PL02,telefone,2022-09-27,105.51
CLI-0537,Ilhéus,PL02,indicação,2026-05-14,121.27
CLI-0538,Salvador,PL05,site,2024-08-05,325.91
CLI-0539,Eunápolis,PL03,telefone,2023-08-11,167.32
CLI-0540,Eunápolis,PL05,telefone,2024-12-31,308.78
CLI-0541,Vitória da Conquista,PL02,site,2022-06-26,105.36
CLI-0542,Ilhéus,PL01,indicação,2026-05-28,75.94
CLI-0543,Feira de Santana,PL04,site,2023-01-01,188.99
CLI-0544,Vitória da Conquista,PL02,site,2024-09-18,108.98
CLI-0545,Salvador,PL01,site,2026-04-13,73.84
CLI-0546,Salvador,PL01,loja,2026-03-08,81.92
CLI-0547,Vitória da Conquista,PL05,indicação,2026-02-16,322.68
CLI-0548,Feira de Santana,PL02,telefone,2024-03-17,113.08
CLI-0549,Vitória da Conquista,PL02,telefone,2024-09-08,111.66
CLI-0550,Feira de Santana,PL01,indicação,2023-02-13,77.82
CLI-0551,Eunápolis,PL03,indicação,2024-10-16,164.93
CLI-0552,Eunápolis,PL02,site,2024-03-02,110.65
CLI-0553,Eunápolis,PL04,site,2025-03-24,217.67
CLI-0554,Eunápolis,PL02,indicação,2025-03-31,105.24
CLI-0555,Feira de Santana,PL01,indicação,2023-03-23,75.01
CLI-0556,Eunápolis,PL01,telefone,2023-08-21,76.06
CLI-0557,Ilhéus,PL01,indicação,2024-10-09,87.09
CLI-0558,Salvador,PL03,loja,2025-03-29,158.46
CLI-0559,Feira de Santana,PL05,loja,2025-08-18,311.52
CLI-0560,Salvador,PL02,indicação,2022-11-12,101.3
CLI-0561,Feira de Santana,PL03,loja,2025-03-06,161.02
CLI-0562,Ilhéus,PL01,indicação,2022-11-01,75.17
CLI-0563,Eunápolis,PL03,site,2024-06-18,151.66
CLI-0564,Vitória da Conquista,PL03,telefone,2024-04-28,154.06
CLI-0565,Salvador,PL02,telefone,2023-10-18,108.36
CLI-0566,Vitória da Conquista,PL03,loja,2024-02-28,154.48
CLI-0567,Feira de Santana,PL04,loja,2025-10-29,202.71
CLI-0568,Feira de Santana,PL05,indicação,2024-04-14,297.38
CLI-0569,Ilhéus,PL03,site,2025-12-22,162.21
CLI-0570,Eunápolis,PL05,telefone,2024-10-10,296.96
CLI-0571,Eunápolis,PL04,telefone,2024-05-11,207.22
CLI-0572,Vitória da Conquista,PL05,indicação,2024-01-24,286.45
CLI-0573,Salvador,PL03,site,2023-12-08,138.04
CLI-0574,Eunápolis,PL05,loja,2025-01-15,296.1
CLI-0575,Feira de Santana,PL03,indicação,2026-04-25,139.58
CLI-0576,Feira de Santana,PL01,loja,2023-01-29,85.64
CLI-0577,Vitória da Conquista,PL03,telefone,2024-12-06,151.75
CLI-0578,Feira de Santana,PL03,site,2023-11-11,139.69
CLI-0579,Vitória da Conquista,PL01,telefone,2026-04-18,73.97
CLI-0580,Eunápolis,PL01,telefone,2024-12-05,79.9
CLI-0581,Feira de Santana,PL05,site,2024-02-19,279.93
CLI-0582,Vitória da Conquista,PL04,telefone,2024-03-07,203.06
CLI-0583,Feira de Santana,PL05,site,2025-07-03,332.44
CLI-0584,Ilhéus,PL03,indicação,2023-01-22,157.8
CLI-0585,Salvador,PL02,telefone,2025-08-25,108.93
CLI-0586,Ilhéus,PL04,indicação,2025-01-01,208.52
CLI-0587,Feira de Santana,PL03,site,2024-01-31,153.34
CLI-0588,Vitória da Conquista,PL03,indicação,2025-10-27,159.79
CLI-0589,Vitória da Conquista,PL05,telefone,2024-03-07,317.22
CLI-0590,Vitória da Conquista,PL03,telefone,2023-04-13,147.94
CLI-0591,Salvador,PL02,site,2026-06-16,108.82
CLI-0592,Eunápolis,PL04,loja,2024-05-12,206.61
CLI-0593,Vitória da Conquista,PL01,site,2024-07-01,82.41
CLI-0594,Vitória da Conquista,PL01,site,2024-02-04,81.82
CLI-0595,Vitória da Conquista,PL01,telefone,2022-10-21,75.64
CLI-0596,Eunápolis,PL01,site,2025-06-01,77.32
CLI-0597,Vitória da Conquista,PL04,telefone,2024-11-29,185.39
CLI-0598,Feira de Santana,PL05,indicação,2023-06-26,322.64
CLI-0599,Vitória da Conquista,PL04,loja,2023-03-10,189.56
CLI-0600,Ilhéus,PL05,site,2025-12-09,302.57
