chamado_id,cliente_id,data_abertura,duracao_min,categoria,resolvido
CHA-00473,CLI-0122,2026-03-01,115,instalação,true
CHA-00474,CLI-0122,2026-01-08,69,equipamento,true
CHA-00475,CLI-0122,2025-10-25,51,conexão,true
CHA-00476,CLI-0122,2025-11-10,225,financeiro,true
CHA-00477,CLI-0122,2026-04-14,174,equipamento,true
CHA-00478,CLI-0122,2025-09-09,141,equipamento,false
CHA-00479,CLI-0122,2025-07-25,165,conexão,true
CHA-00480,CLI-0124,2026-06-01,138,instalação,true
CHA-00481,CLI-0124,2026-06-16,65,conexão,true
CHA-00482,CLI-0124,2026-02-22,89,equipamento,true
CHA-00483,CLI-0124,2025-07-17,65,equipamento,true
CHA-00484,CLI-0124,2026-06-08,49,financeiro,false
CHA-00485,CLI-0125,2026-01-12,239,instalação,true
CHA-00486,CLI-0125,2025-07-10,65,instalação,true
CHA-00487,CLI-0125,2026-05-11,239,equipamento,true
CHA-00488,CLI-0125,2025-06-12,201,equipamento,true
CHA-00489,CLI-0125,2026-03-14,226,conexão,true
CHA-00490,CLI-0125,2025-11-23,125,equipamento,false
CHA-00491,CLI-0127,2026-01-25,48,conexão,true
CHA-00492,CLI-0127,2025-11-05,116,equipamento,true
CHA-00493,CLI-0127,2025-11-21,35,financeiro,true
CHA-00494,CLI-0128,2026-01-04,207,financeiro,true
CHA-00495,CLI-0128,2026-03-20,65,equipamento,false
CHA-00496,CLI-0128,2026-01-24,154,equipamento,true
CHA-00497,CLI-0128,2025-12-04,39,instalação,false
CHA-00498,CLI-0128,2026-01-10,180,financeiro,true
CHA-00499,CLI-0128,2025-08-04,113,instalação,true
CHA-00500,CLI-0128,2025-10-20,20,conexão,true
CHA-00501,CLI-0128,2026-04-03,125,instalação,false
CHA-00502,CLI-0129,2026-05-28,132,instalação,true
CHA-00503,CLI-0129,2025-12-24,77,instalação,true
CHA-00504,CLI-0129,2025-07-08,72,instalação,true
CHA-00505,CLI-0129,2026-05-09,85,equipamento,true
CHA-00506,CLI-0129,2026-05-16,147,equipamento,true
CHA-00507,CLI-0130,2026-06-23,68,equipamento,true
CHA-00508,CLI-0130,2026-02-14,11,instalação,true
CHA-00509,CLI-0130,2025-08-18,36,equipamento,true
CHA-00510,CLI-0131,2026-01-09,27,conexão,true
CHA-00511,CLI-0131,2026-05-10,104,equipamento,true
CHA-00512,CLI-0131,2025-07-12,172,financeiro,true
CHA-00513,CLI-0131,2025-11-23,210,equipamento,true
CHA-00514,CLI-0132,2026-03-01,43,financeiro,true
CHA-00515,CLI-0132,2026-03-01,220,financeiro,true
CHA-00516,CLI-0132,2026-03-03,150,conexão,true
CHA-00517,CLI-0132,2026-07-09,136,conexão,true
CHA-00518,CLI-0132,2026-01-02,29,equipamento,true
CHA-00519,CLI-0132,2025-10-14,213,instalação,true
CHA-00520,CLI-0133,2025-07-16,159,equipamento,true
CHA-00521,CLI-0133,2025-06-11,162,instalação,true
CHA-00522,CLI-0135,2025-09-05,93,equipamento,true
CHA-00523,CLI-0136,2026-01-01,131,instalação,true
CHA-00524,CLI-0136,2025-10-20,17,conexão,true
CHA-00525,CLI-0136,2026-03-21,96,financeiro,true
CHA-00526,CLI-0136,2025-11-17,13,conexão,true
CHA-00527,CLI-0136,2026-06-04,163,financeiro,true
CHA-00528,CLI-0136,2026-04-09,129,instalação,false
CHA-00529,CLI-0136,2025-06-26,95,conexão,true
CHA-00530,CLI-0136,2025-10-20,73,financeiro,true
CHA-00531,CLI-0137,2025-12-02,92,instalação,true
CHA-00532,CLI-0137,2026-06-19,73,instalação,true
CHA-00533,CLI-0137,2026-01-01,97,financeiro,true
CHA-00534,CLI-0137,2025-07-12,140,equipamento,true
CHA-00535,CLI-0137,2026-05-23,210,equipamento,true
CHA-00536,CLI-0137,2026-01-04,234,equipamento,false
CHA-00537,CLI-0137,2025-11-10,208,instalação,false
CHA-00538,CLI-0137,2025-12-18,42,conexão,true
CHA-00539,CLI-0137,2025-11-10,22,conexão,true
CHA-00540,CLI-0137,2026-01-08,202,financeiro,true
CHA-00541,CLI-0138,2026-02-06,232,equipamento,true
CHA-00542,CLI-0139,2025-10-12,193,conexão,true
CHA-00543,CLI-0139,2026-04-03,211,financeiro,true
CHA-00544,CLI-0139,2026-03-09,175,financeiro,true
CHA-00545,CLI-0139,2025-11-08,193,financeiro,true
CHA-00546,CLI-0139,2025-11-10,154,financeiro,true
CHA-00547,CLI-0139,2026-01-29,121,conexão,true
CHA-00548,CLI-0139,2025-12-27,217,equipamento,true
CHA-00549,CLI-0140,2026-06-02,159,equipamento,true
CHA-00550,CLI-0140,2026-01-24,151,instalação,true
CHA-00551,CLI-0140,2026-05-15,35,instalação,true
CHA-00552,CLI-0140,2026-01-22,82,instalação,true
CHA-00553,CLI-0140,2025-06-22,41,financeiro,true
CHA-00554,CLI-0140,2025-12-29,17,instalação,true
CHA-00555,CLI-0140,2026-04-13,51,equipamento,true
CHA-00556,CLI-0141,2025-10-13,166,instalação,true
CHA-00557,CLI-0141,2026-05-30,169,conexão,true
CHA-00558,CLI-0141,2025-09-19,143,conexão,false
CHA-00559,CLI-0141,2025-11-07,53,equipamento,true
CHA-00560,CLI-0141,2026-07-23,35,financeiro,false
CHA-00561,CLI-0141,2026-03-14,206,financeiro,true
CHA-00562,CLI-0141,2025-08-05,219,equipamento,true
CHA-00563,CLI-0142,2026-03-22,101,conexão,true
CHA-00564,CLI-0142,2026-04-01,197,financeiro,true
CHA-00565,CLI-0142,2025-07-12,134,equipamento,false
CHA-00566,CLI-0142,2026-03-17,20,instalação,true
CHA-00567,CLI-0142,2026-01-05,21,equipamento,true
CHA-00568,CLI-0143,2025-09-12,59,instalação,true
CHA-00569,CLI-0143,2025-07-19,141,conexão,true
CHA-00570,CLI-0144,2025-10-30,25,conexão,true
CHA-00571,CLI-0145,2026-03-12,150,equipamento,true
CHA-00572,CLI-0145,2026-04-24,173,financeiro,true
CHA-00573,CLI-0145,2026-05-28,195,conexão,true
CHA-00574,CLI-0145,2025-10-14,224,financeiro,true
CHA-00575,CLI-0145,2025-07-24,205,instalação,true
CHA-00576,CLI-0146,2025-07-20,62,equipamento,false
CHA-00577,CLI-0146,2026-03-27,55,financeiro,true
CHA-00578,CLI-0146,2026-06-30,165,conexão,true
CHA-00579,CLI-0146,2025-12-23,211,conexão,true
CHA-00580,CLI-0146,2025-09-15,90,instalação,true
CHA-00581,CLI-0146,2025-12-02,66,instalação,true
CHA-00582,CLI-0146,2025-06-07,90,financeiro,false
CHA-00583,CLI-0146,2025-06-30,158,equipamento,true
CHA-00584,CLI-0146,2025-09-15,119,conexão,true
CHA-00585,CLI-0147,2026-02-14,155,financeiro,true
CHA-00586,CLI-0147,2026-07-26,157,conexão,true
CHA-00587,CLI-0147,2026-04-24,236,financeiro,true
CHA-00588,CLI-0147,2026-03-23,95,equipamento,true
CHA-00589,CLI-0147,2025-09-18,118,financeiro,true
CHA-00590,CLI-0148,2025-12-01,182,equipamento,true
CHA-00591,CLI-0148,2026-02-13,223,instalação,true
CHA-00592,CLI-0148,2025-12-30,89,financeiro,true
CHA-00593,CLI-0148,2025-06-23,238,conexão,true
CHA-00594,CLI-0148,2026-07-31,168,financeiro,true
CHA-00595,CLI-0149,2026-06-11,10,financeiro,true
CHA-00596,CLI-0149,2025-06-24,231,conexão,true
CHA-00597,CLI-0149,2026-04-16,83,equipamento,true
CHA-00598,CLI-0149,2025-06-13,100,financeiro,false
CHA-00599,CLI-0149,2025-06-18,164,equipamento,true
CHA-00600,CLI-0149,2026-06-29,35,financeiro,true
CHA-00601,CLI-0149,2026-05-27,208,financeiro,true
CHA-00602,CLI-0149,2026-01-20,182,instalação,true
CHA-00603,CLI-0149,2025-12-25,167,financeiro,false
CHA-00604,CLI-0149,2025-07-07,162,financeiro,true
CHA-00605,CLI-0151,2025-11-18,136,conexão,true
CHA-00606,CLI-0151,2026-04-07,30,conexão,true
CHA-00607,CLI-0151,2026-07-13,144,financeiro,true
CHA-00608,CLI-0154,2026-06-27,121,conexão,true
CHA-00609,CLI-0154,2026-07-27,48,instalação,true
CHA-00610,CLI-0154,2026-01-03,105,financeiro,false
CHA-00611,CLI-0154,2026-05-27,142,equipamento,true
CHA-00612,CLI-0154,2026-06-27,104,financeiro,true
CHA-00613,CLI-0154,2026-04-18,84,equipamento,true
CHA-00614,CLI-0155,2025-10-14,230,equipamento,true
CHA-00615,CLI-0155,2025-10-11,15,conexão,true
CHA-00616,CLI-0155,2025-12-11,93,instalação,true
CHA-00617,CLI-0155,2025-06-13,222,financeiro,true
CHA-00618,CLI-0155,2026-05-02,235,equipamento,true
CHA-00619,CLI-0156,2025-12-08,102,instalação,true
CHA-00620,CLI-0156,2026-04-24,106,conexão,true
CHA-00621,CLI-0156,2026-06-04,186,financeiro,true
CHA-00622,CLI-0156,2025-07-14,123,equipamento,true
CHA-00623,CLI-0156,2026-06-20,145,financeiro,true
CHA-00624,CLI-0157,2026-04-01,56,conexão,true
CHA-00625,CLI-0157,2026-07-18,8,instalação,true
CHA-00626,CLI-0157,2025-08-18,176,conexão,true
CHA-00627,CLI-0157,2026-06-13,209,financeiro,true
CHA-00628,CLI-0157,2026-07-10,111,conexão,true
CHA-00629,CLI-0158,2025-10-14,48,instalação,false
CHA-00630,CLI-0158,2025-09-28,88,equipamento,true
CHA-00631,CLI-0158,2025-07-03,182,financeiro,true
CHA-00632,CLI-0158,2025-09-10,199,instalação,false
CHA-00633,CLI-0159,2026-02-20,169,conexão,true
CHA-00634,CLI-0159,2026-01-01,170,instalação,true
CHA-00635,CLI-0159,2026-04-06,221,instalação,true
CHA-00636,CLI-0159,2026-04-18,143,conexão,false
CHA-00637,CLI-0159,2025-08-26,68,financeiro,true
CHA-00638,CLI-0160,2025-09-10,56,instalação,true
CHA-00639,CLI-0160,2025-11-28,25,instalação,true
CHA-00640,CLI-0160,2026-05-08,125,equipamento,true
CHA-00641,CLI-0160,2025-09-23,193,equipamento,true
CHA-00642,CLI-0160,2025-06-08,208,equipamento,true
CHA-00643,CLI-0160,2026-01-18,114,conexão,true
CHA-00644,CLI-0161,2026-05-10,54,equipamento,false
CHA-00645,CLI-0161,2025-07-03,238,instalação,true
CHA-00646,CLI-0161,2025-11-24,167,instalação,true
CHA-00647,CLI-0161,2025-09-02,103,equipamento,true
CHA-00648,CLI-0161,2026-03-30,127,conexão,false
CHA-00649,CLI-0161,2026-01-28,166,conexão,true
CHA-00650,CLI-0161,2025-09-05,42,instalação,true
CHA-00651,CLI-0161,2025-08-18,42,instalação,true
CHA-00652,CLI-0161,2025-10-09,174,financeiro,true
CHA-00653,CLI-0162,2026-07-29,48,equipamento,true
CHA-00654,CLI-0162,2026-06-27,203,equipamento,true
CHA-00655,CLI-0162,2025-08-31,78,equipamento,true
CHA-00656,CLI-0162,2026-01-22,52,financeiro,true
CHA-00657,CLI-0162,2026-04-30,133,conexão,true
CHA-00658,CLI-0162,2025-06-11,59,financeiro,true
CHA-00659,CLI-0162,2025-07-14,51,financeiro,true
CHA-00660,CLI-0162,2026-01-04,117,conexão,true
CHA-00661,CLI-0162,2026-05-08,25,instalação,true
CHA-00662,CLI-0163,2026-07-31,121,equipamento,true
CHA-00663,CLI-0163,2026-05-22,11,conexão,true
CHA-00664,CLI-0163,2026-03-11,184,financeiro,true
CHA-00665,CLI-0163,2025-09-19,180,equipamento,true
CHA-00666,CLI-0163,2025-08-28,53,conexão,false
CHA-00667,CLI-0163,2025-06-11,87,conexão,true
CHA-00668,CLI-0163,2026-07-09,211,instalação,true
CHA-00669,CLI-0163,2026-04-04,160,equipamento,true
CHA-00670,CLI-0164,2025-07-31,12,financeiro,false
CHA-00671,CLI-0164,2026-02-15,236,equipamento,true
CHA-00672,CLI-0165,2026-05-28,223,instalação,false
CHA-00673,CLI-0165,2025-10-10,193,conexão,true
CHA-00674,CLI-0165,2025-10-03,142,financeiro,true
CHA-00675,CLI-0165,2025-12-28,86,instalação,true
CHA-00676,CLI-0165,2025-06-20,37,financeiro,true
CHA-00677,CLI-0165,2026-07-28,142,equipamento,true
CHA-00678,CLI-0165,2025-06-10,80,financeiro,true
CHA-00679,CLI-0165,2025-12-11,42,instalação,true
CHA-00680,CLI-0166,2025-07-10,105,equipamento,true
CHA-00681,CLI-0166,2025-07-25,77,instalação,true
CHA-00682,CLI-0166,2026-04-24,184,equipamento,true
CHA-00683,CLI-0166,2026-02-17,197,conexão,true
CHA-00684,CLI-0166,2025-08-03,82,equipamento,true
CHA-00685,CLI-0166,2025-10-10,40,equipamento,true
CHA-00686,CLI-0166,2026-03-05,234,financeiro,true
CHA-00687,CLI-0166,2025-06-16,196,financeiro,true
CHA-00688,CLI-0167,2025-08-23,173,conexão,true
CHA-00689,CLI-0167,2025-06-09,171,equipamento,true
CHA-00690,CLI-0167,2025-09-01,118,instalação,true
CHA-00691,CLI-0167,2026-06-03,26,conexão,true
CHA-00692,CLI-0167,2025-08-24,237,financeiro,true
CHA-00693,CLI-0168,2026-04-29,108,conexão,true
CHA-00694,CLI-0168,2025-06-09,142,equipamento,true
CHA-00695,CLI-0168,2025-10-06,142,conexão,true
CHA-00696,CLI-0168,2026-04-17,173,conexão,true
CHA-00697,CLI-0168,2025-09-29,182,financeiro,true
CHA-00698,CLI-0168,2025-12-16,209,instalação,true
CHA-00699,CLI-0168,2026-05-28,152,financeiro,true
CHA-00700,CLI-0169,2026-05-25,159,financeiro,true
CHA-00701,CLI-0169,2026-03-12,37,equipamento,true
CHA-00702,CLI-0169,2026-03-24,71,equipamento,true
CHA-00703,CLI-0169,2026-05-10,107,equipamento,true
CHA-00704,CLI-0169,2026-03-24,178,equipamento,false
CHA-00705,CLI-0170,2026-06-12,101,financeiro,true
CHA-00706,CLI-0170,2026-06-09,205,conexão,true
CHA-00707,CLI-0170,2025-07-25,229,instalação,true
CHA-00708,CLI-0170,2025-06-14,130,conexão,true
CHA-00709,CLI-0170,2025-08-08,151,instalação,true
CHA-00710,CLI-0170,2025-09-24,30,conexão,true
CHA-00711,CLI-0170,2025-07-13,104,financeiro,true
CHA-00712,CLI-0170,2025-07-18,178,equipamento,true
CHA-00713,CLI-0171,2026-05-09,152,conexão,true
CHA-00714,CLI-0171,2026-03-08,146,equipamento,true
CHA-00715,CLI-0171,2026-07-27,113,financeiro,true
CHA-00716,CLI-0172,2025-08-19,68,conexão,true
CHA-00717,CLI-0172,2025-11-27,80,instalação,true
CHA-00718,CLI-0172,2025-07-20,166,equipamento,true
CHA-00719,CLI-0172,2026-02-26,169,conexão,false
CHA-00720,CLI-0172,2025-09-19,222,equipamento,true
CHA-00721,CLI-0172,2026-07-29,162,equipamento,true
CHA-00722,CLI-0173,2026-05-25,106,equipamento,true
CHA-00723,CLI-0173,2026-07-16,46,financeiro,false
CHA-00724,CLI-0173,2025-08-26,73,conexão,true
CHA-00725,CLI-0173,2025-10-24,131,financeiro,true
CHA-00726,CLI-0173,2025-07-06,204,equipamento,true
CHA-00727,CLI-0173,2025-07-18,220,equipamento,true
CHA-00728,CLI-0174,2026-04-27,223,financeiro,true
CHA-00729,CLI-0174,2026-05-26,107,conexão,true
CHA-00730,CLI-0174,2026-04-25,42,equipamento,true
CHA-00731,CLI-0174,2026-04-21,28,conexão,true
CHA-00732,CLI-0174,2025-11-06,83,financeiro,true
CHA-00733,CLI-0174,2025-12-26,127,conexão,true
CHA-00734,CLI-0174,2025-09-06,18,instalação,true
CHA-00735,CLI-0175,2026-01-17,27,conexão,true
CHA-00736,CLI-0175,2025-07-17,159,conexão,true
CHA-00737,CLI-0175,2025-08-31,214,financeiro,true
CHA-00738,CLI-0176,2025-09-29,75,financeiro,true
CHA-00739,CLI-0176,2025-10-16,20,financeiro,true
CHA-00740,CLI-0176,2026-01-10,131,conexão,true
CHA-00741,CLI-0177,2026-02-05,166,instalação,true
CHA-00742,CLI-0177,2025-08-05,231,instalação,true
CHA-00743,CLI-0177,2026-01-04,234,instalação,true
CHA-00744,CLI-0177,2026-07-03,165,conexão,true
CHA-00745,CLI-0178,2025-11-23,191,financeiro,true
CHA-00746,CLI-0178,2026-07-22,84,financeiro,true
CHA-00747,CLI-0178,2025-06-09,105,financeiro,true
CHA-00748,CLI-0178,2026-06-26,114,financeiro,true
CHA-00749,CLI-0178,2025-09-05,108,conexão,true
CHA-00750,CLI-0178,2026-05-23,191,conexão,true
CHA-00751,CLI-0178,2026-01-20,103,conexão,true
CHA-00752,CLI-0178,2026-07-26,200,conexão,true
CHA-00753,CLI-0178,2025-07-03,26,instalação,true
CHA-00754,CLI-0179,2026-02-02,172,instalação,true
CHA-00755,CLI-0179,2025-08-16,103,conexão,true
CHA-00756,CLI-0179,2026-06-06,62,conexão,false
CHA-00757,CLI-0179,2026-03-10,96,conexão,true
CHA-00758,CLI-0180,2025-06-29,172,financeiro,true
CHA-00759,CLI-0180,2026-01-14,119,equipamento,true
CHA-00760,CLI-0180,2026-06-05,152,equipamento,false
CHA-00761,CLI-0181,2026-07-02,238,instalação,true
CHA-00762,CLI-0181,2025-06-29,214,financeiro,true
CHA-00763,CLI-0181,2026-05-20,218,equipamento,true
CHA-00764,CLI-0181,2026-04-09,19,financeiro,true
CHA-00765,CLI-0181,2025-08-10,185,financeiro,true
CHA-00766,CLI-0181,2026-07-19,183,equipamento,true
CHA-00767,CLI-0181,2025-08-07,32,conexão,true
CHA-00768,CLI-0181,2025-10-01,227,financeiro,true
CHA-00769,CLI-0181,2026-01-26,41,conexão,true
CHA-00770,CLI-0181,2026-07-26,150,equipamento,true
CHA-00771,CLI-0181,2026-04-30,125,financeiro,true
CHA-00772,CLI-0182,2026-05-29,195,financeiro,true
CHA-00773,CLI-0182,2026-07-04,61,equipamento,true
CHA-00774,CLI-0182,2025-07-16,148,conexão,true
CHA-00775,CLI-0183,2026-06-15,84,conexão,false
CHA-00776,CLI-0183,2025-07-13,77,equipamento,true
CHA-00777,CLI-0183,2026-02-21,197,equipamento,true
CHA-00778,CLI-0184,2026-07-12,233,equipamento,true
CHA-00779,CLI-0184,2025-09-23,160,conexão,false
CHA-00780,CLI-0184,2025-10-15,165,equipamento,true
CHA-00781,CLI-0184,2026-07-25,41,instalação,true
CHA-00782,CLI-0184,2025-06-19,205,conexão,true
CHA-00783,CLI-0184,2025-12-12,85,financeiro,false
CHA-00784,CLI-0184,2026-05-11,22,instalação,true
CHA-00785,CLI-0184,2026-02-02,27,conexão,true
CHA-00786,CLI-0185,2025-06-07,148,conexão,true
CHA-00787,CLI-0185,2026-06-09,79,equipamento,true
CHA-00788,CLI-0185,2026-01-09,223,conexão,true
CHA-00789,CLI-0185,2025-12-08,176,conexão,true
CHA-00790,CLI-0186,2025-12-04,42,financeiro,true
CHA-00791,CLI-0186,2026-07-16,158,equipamento,true
CHA-00792,CLI-0186,2025-06-14,97,equipamento,false
CHA-00793,CLI-0186,2026-04-14,18,financeiro,true
CHA-00794,CLI-0186,2025-07-09,180,equipamento,true
CHA-00795,CLI-0186,2025-09-10,50,conexão,true
CHA-00796,CLI-0187,2025-07-20,192,instalação,true
CHA-00797,CLI-0187,2025-12-10,42,equipamento,true
CHA-00798,CLI-0187,2026-06-04,207,equipamento,true
CHA-00799,CLI-0187,2025-07-28,5,equipamento,false
CHA-00800,CLI-0187,2026-05-29,167,equipamento,true
CHA-00801,CLI-0187,2025-10-09,29,conexão,true
CHA-00802,CLI-0187,2026-04-27,112,financeiro,true
CHA-00803,CLI-0187,2026-04-13,94,financeiro,false
CHA-00804,CLI-0187,2025-08-19,152,conexão,true
CHA-00805,CLI-0188,2025-11-07,200,instalação,true
CHA-00806,CLI-0188,2026-05-03,122,equipamento,true
CHA-00807,CLI-0188,2025-10-22,157,financeiro,true
CHA-00808,CLI-0188,2026-01-18,77,equipamento,true
CHA-00809,CLI-0188,2025-08-07,163,conexão,false
CHA-00810,CLI-0189,2026-01-01,177,financeiro,true
CHA-00811,CLI-0189,2026-01-01,13,conexão,true
CHA-00812,CLI-0191,2025-07-03,71,conexão,true
CHA-00813,CLI-0191,2026-05-20,165,conexão,true
CHA-00814,CLI-0191,2025-10-09,226,conexão,true
CHA-00815,CLI-0191,2025-09-30,36,conexão,true
CHA-00816,CLI-0191,2026-03-20,234,financeiro,true
CHA-00817,CLI-0192,2026-05-31,54,conexão,true
CHA-00818,CLI-0192,2025-11-09,136,financeiro,true
CHA-00819,CLI-0192,2026-01-27,34,financeiro,true
CHA-00820,CLI-0192,2026-05-23,61,conexão,true
CHA-00821,CLI-0193,2025-09-12,214,conexão,true
CHA-00822,CLI-0193,2026-07-15,135,instalação,true
CHA-00823,CLI-0193,2026-03-04,159,instalação,true
CHA-00824,CLI-0193,2026-06-04,51,instalação,true
CHA-00825,CLI-0193,2026-04-28,96,financeiro,true
CHA-00826,CLI-0194,2026-06-01,36,equipamento,true
CHA-00827,CLI-0194,2026-02-15,156,equipamento,true
CHA-00828,CLI-0194,2026-07-22,77,conexão,true
CHA-00829,CLI-0194,2025-10-11,6,equipamento,true
CHA-00830,CLI-0194,2026-01-07,14,conexão,true
CHA-00831,CLI-0195,2026-07-30,181,conexão,true
CHA-00832,CLI-0195,2025-06-26,16,conexão,true
CHA-00833,CLI-0195,2026-02-27,24,instalação,true
CHA-00834,CLI-0195,2025-09-22,207,equipamento,true
CHA-00835,CLI-0195,2026-05-06,40,equipamento,true
CHA-00836,CLI-0195,2026-02-19,225,financeiro,true
CHA-00837,CLI-0196,2026-04-08,28,instalação,true
CHA-00838,CLI-0196,2025-08-02,26,instalação,true
CHA-00839,CLI-0196,2026-03-30,173,financeiro,true
CHA-00840,CLI-0196,2026-06-24,131,conexão,true
CHA-00841,CLI-0197,2025-07-16,33,financeiro,true
CHA-00842,CLI-0197,2025-12-09,52,instalação,true
CHA-00843,CLI-0197,2025-08-28,140,equipamento,true
CHA-00844,CLI-0197,2026-06-02,145,conexão,true
CHA-00845,CLI-0197,2026-04-15,43,equipamento,true
CHA-00846,CLI-0197,2025-11-14,90,conexão,true
CHA-00847,CLI-0197,2026-01-24,30,conexão,true
CHA-00848,CLI-0197,2025-07-23,113,financeiro,true
CHA-00849,CLI-0198,2026-02-05,168,instalação,true
CHA-00850,CLI-0198,2026-03-07,192,conexão,true
CHA-00851,CLI-0198,2025-11-17,237,equipamento,true
CHA-00852,CLI-0198,2025-08-14,66,financeiro,true
CHA-00853,CLI-0198,2026-06-27,47,financeiro,true
CHA-00854,CLI-0198,2025-12-11,41,conexão,true
CHA-00855,CLI-0199,2026-02-02,82,instalação,true
CHA-00856,CLI-0199,2025-07-01,174,equipamento,true
CHA-00857,CLI-0199,2025-08-15,137,conexão,true
CHA-00858,CLI-0199,2026-01-03,224,financeiro,true
CHA-00859,CLI-0200,2026-03-13,84,financeiro,true
CHA-00860,CLI-0200,2025-11-08,184,instalação,true
CHA-00861,CLI-0201,2025-11-17,175,financeiro,false
CHA-00862,CLI-0201,2025-08-01,74,financeiro,false
CHA-00863,CLI-0201,2026-04-23,115,conexão,true
CHA-00864,CLI-0201,2026-07-16,126,instalação,true
CHA-00865,CLI-0201,2025-08-19,168,equipamento,true
CHA-00866,CLI-0201,2026-06-12,233,instalação,false
CHA-00867,CLI-0201,2025-09-30,84,financeiro,true
CHA-00868,CLI-0201,2025-08-19,229,instalação,true
CHA-00869,CLI-0202,2026-02-22,133,instalação,true
CHA-00870,CLI-0202,2025-12-26,124,equipamento,false
CHA-00871,CLI-0202,2025-12-08,12,conexão,false
CHA-00872,CLI-0202,2025-12-29,27,financeiro,true
CHA-00873,CLI-0202,2026-02-28,206,financeiro,true
CHA-00874,CLI-0204,2025-10-26,71,equipamento,true
CHA-00875,CLI-0204,2025-09-20,36,equipamento,true
CHA-00876,CLI-0204,2026-07-21,52,financeiro,true
CHA-00877,CLI-0204,2025-08-30,66,financeiro,true
CHA-00878,CLI-0206,2026-04-05,29,conexão,true
CHA-00879,CLI-0207,2025-07-18,46,equipamento,true
CHA-00880,CLI-0207,2025-06-13,207,financeiro,true
CHA-00881,CLI-0207,2026-07-20,166,conexão,true
CHA-00882,CLI-0208,2026-02-13,10,financeiro,true
CHA-00883,CLI-0208,2026-03-06,217,instalação,true
CHA-00884,CLI-0208,2026-01-30,22,financeiro,false
CHA-00885,CLI-0208,2026-06-24,141,financeiro,true
CHA-00886,CLI-0208,2025-09-23,133,instalação,true
CHA-00887,CLI-0209,2026-02-03,115,equipamento,true
CHA-00888,CLI-0209,2026-04-07,10,conexão,true
CHA-00889,CLI-0211,2026-04-11,118,instalação,false
CHA-00890,CLI-0211,2025-06-28,146,instalação,true
CHA-00891,CLI-0211,2026-03-29,139,instalação,true
CHA-00892,CLI-0211,2025-10-28,133,conexão,true
CHA-00893,CLI-0211,2026-01-03,185,equipamento,true
CHA-00894,CLI-0211,2026-04-19,238,financeiro,true
CHA-00895,CLI-0212,2026-07-16,143,instalação,false
CHA-00896,CLI-0213,2026-03-27,202,instalação,true
CHA-00897,CLI-0213,2026-01-11,14,instalação,true
CHA-00898,CLI-0213,2025-08-29,69,conexão,true
CHA-00899,CLI-0213,2025-10-14,174,instalação,true
CHA-00900,CLI-0213,2026-05-02,118,equipamento,true
CHA-00901,CLI-0214,2026-02-20,15,financeiro,true
CHA-00902,CLI-0214,2025-08-01,71,instalação,true
CHA-00903,CLI-0214,2026-02-02,143,conexão,true
CHA-00904,CLI-0214,2026-02-03,32,conexão,true
CHA-00905,CLI-0214,2026-06-05,135,conexão,true
CHA-00906,CLI-0214,2026-02-16,151,instalação,true
CHA-00907,CLI-0214,2025-08-18,111,conexão,true
CHA-00908,CLI-0215,2026-06-23,62,equipamento,true
CHA-00909,CLI-0215,2026-05-31,221,conexão,true
CHA-00910,CLI-0215,2025-08-29,139,equipamento,true
CHA-00911,CLI-0215,2026-04-24,219,instalação,false
CHA-00912,CLI-0216,2025-11-16,42,equipamento,true
CHA-00913,CLI-0216,2025-07-02,55,financeiro,true
CHA-00914,CLI-0216,2026-07-25,47,conexão,true
CHA-00915,CLI-0216,2025-07-06,146,equipamento,true
CHA-00916,CLI-0216,2026-05-29,227,conexão,true
CHA-00917,CLI-0217,2026-06-20,43,conexão,true
CHA-00918,CLI-0217,2026-01-24,177,equipamento,true
CHA-00919,CLI-0217,2025-12-20,50,instalação,false
CHA-00920,CLI-0217,2026-06-13,64,instalação,true
CHA-00921,CLI-0217,2026-07-08,149,equipamento,true
CHA-00922,CLI-0217,2026-01-17,86,financeiro,false
CHA-00923,CLI-0217,2026-07-11,213,financeiro,true
CHA-00924,CLI-0217,2026-03-12,152,instalação,true
CHA-00925,CLI-0217,2026-03-09,47,conexão,true
CHA-00926,CLI-0217,2025-11-25,117,financeiro,true
CHA-00927,CLI-0218,2025-12-17,232,equipamento,true
CHA-00928,CLI-0218,2026-06-18,226,financeiro,false
CHA-00929,CLI-0218,2025-07-23,176,conexão,false
CHA-00930,CLI-0218,2025-06-16,25,financeiro,true
CHA-00931,CLI-0218,2026-02-15,45,instalação,true
CHA-00932,CLI-0218,2025-09-13,193,conexão,true
CHA-00933,CLI-0218,2026-02-21,233,conexão,true
CHA-00934,CLI-0219,2025-10-07,65,instalação,true
CHA-00935,CLI-0219,2025-08-30,51,instalação,true
CHA-00936,CLI-0219,2026-03-05,176,equipamento,true
CHA-00937,CLI-0219,2025-09-13,105,instalação,true
CHA-00938,CLI-0220,2025-12-18,113,equipamento,true
CHA-00939,CLI-0220,2026-07-05,73,equipamento,true
CHA-00940,CLI-0220,2026-02-09,167,conexão,true
CHA-00941,CLI-0220,2026-01-04,61,financeiro,true
CHA-00942,CLI-0220,2025-06-28,165,conexão,false
CHA-00943,CLI-0220,2025-09-21,161,instalação,true
CHA-00944,CLI-0220,2025-10-29,10,conexão,true
CHA-00945,CLI-0221,2025-06-11,205,equipamento,true
