pedido_id,cliente_id,data_pedido,canal,categoria,quantidade,preco_unitario,desconto_pct,valor_pedido
PED-00351,CLI-0200,2026-02-25,marketplace,livros,1,315.21,0,315.21
PED-00352,CLI-0482,2025-09-29,marketplace,eletrônicos,3,374.2,20,898.08
PED-00353,CLI-0096,2025-06-13,app,esporte,1,366.24,0,366.24
PED-00354,CLI-0415,2025-01-15,site,casa,4,223.35,5,848.73
PED-00355,CLI-0243,2025-06-22,site,livros,2,590.81,10,1063.46
PED-00356,CLI-0362,2026-01-31,app,eletrônicos,3,197.04,10,532.01
PED-00357,CLI-0349,2025-09-20,loja,eletrônicos,3,251.66,20,603.98
PED-00358,CLI-0439,2025-05-10,site,esporte,4,152.14,0,608.56
PED-00359,CLI-0320,2026-05-26,app,casa,4,503.48,10,1812.53
PED-00360,CLI-0591,2025-05-21,site,livros,4,277.08,0,1108.32
PED-00361,CLI-0251,2026-02-25,marketplace,beleza,1,36.47,0,36.47
PED-00362,CLI-0146,2026-01-22,marketplace,beleza,6,435.56,20,2090.69
PED-00363,CLI-0154,2025-01-18,site,beleza,2,616.47,0,1232.94
PED-00364,CLI-0024,2026-03-31,marketplace,eletrônicos,3,617.7,15,1575.13
PED-00365,CLI-0474,2026-04-14,site,eletrônicos,5,41.46,15,176.21
PED-00366,CLI-0058,2025-12-15,app,beleza,6,86.14,0,516.84
PED-00367,CLI-0469,2025-08-02,marketplace,beleza,3,213.5,0,640.5
PED-00368,CLI-0187,2026-05-03,site,beleza,2,594.61,5,1129.76
PED-00369,CLI-0237,2025-07-18,site,beleza,6,168.21,15,857.87
PED-00370,CLI-0151,2025-06-11,site,eletrônicos,5,599.35,20,2397.4
PED-00371,CLI-0164,2025-12-12,app,esporte,2,33.73,0,67.46
PED-00372,CLI-0149,2025-02-13,app,esporte,1,585.36,0,585.36
PED-00373,CLI-0056,2026-04-01,loja,livros,6,194.79,5,1110.3
PED-00374,CLI-0549,2026-07-28,marketplace,casa,3,328.31,10,886.44
PED-00375,CLI-0155,2026-07-15,app,beleza,2,57.27,0,114.54
PED-00376,CLI-0432,2025-01-27,site,livros,1,637.9,0,637.9
PED-00377,CLI-0516,2025-09-22,loja,casa,4,462.73,0,1850.92
PED-00378,CLI-0582,2025-10-05,marketplace,eletrônicos,4,276.08,20,883.46
PED-00379,CLI-0264,2026-03-13,loja,casa,3,296.06,15,754.95
PED-00380,CLI-0477,2026-01-06,loja,esporte,4,155.47,10,559.69
PED-00381,CLI-0015,2026-05-22,marketplace,eletrônicos,5,590.68,0,2953.4
PED-00382,CLI-0470,2025-10-07,site,esporte,4,219.03,5,832.31
PED-00383,CLI-0513,2025-03-30,marketplace,casa,2,589.89,10,1061.8
PED-00384,CLI-0063,2026-07-13,app,beleza,3,116.0,10,313.2
PED-00385,CLI-0387,2025-05-31,loja,eletrônicos,4,452.2,0,1808.8
PED-00386,CLI-0505,2026-03-25,site,beleza,1,18.83,0,18.83
PED-00387,CLI-0408,2026-03-11,site,casa,1,229.52,15,195.09
PED-00388,CLI-0412,2025-03-18,marketplace,livros,6,548.46,15,2797.15
PED-00389,CLI-0066,2026-04-29,app,esporte,5,547.69,15,2327.68
PED-00390,CLI-0179,2026-08-20,loja,casa,5,138.65,0,693.25
PED-00391,CLI-0277,2026-07-25,site,esporte,6,246.13,0,1476.78
PED-00392,CLI-0570,2025-01-19,loja,beleza,1,382.54,0,382.54
PED-00393,CLI-0122,2025-01-21,marketplace,eletrônicos,5,296.07,15,1258.3
PED-00394,CLI-0106,2026-06-11,loja,casa,6,451.02,5,2570.81
PED-00395,CLI-0057,2025-02-10,marketplace,livros,4,313.36,0,1253.44
PED-00396,CLI-0562,2025-03-01,loja,esporte,3,160.89,5,458.54
PED-00397,CLI-0301,2026-01-24,marketplace,eletrônicos,4,460.01,15,1564.03
PED-00398,CLI-0036,2025-02-24,site,eletrônicos,3,633.85,0,1901.55
PED-00399,CLI-0569,2026-04-26,loja,eletrônicos,1,533.23,5,506.57
PED-00400,CLI-0357,2025-06-30,loja,beleza,1,253.25,0,253.25
PED-00401,CLI-0236,2026-04-30,app,eletrônicos,2,451.6,15,767.72
PED-00402,CLI-0482,2025-03-25,loja,beleza,1,643.53,0,643.53
PED-00403,CLI-0342,2026-04-30,app,beleza,3,427.8,15,1090.89
PED-00404,CLI-0463,2026-03-09,loja,livros,3,394.04,15,1004.8
PED-00405,CLI-0265,2025-06-21,app,eletrônicos,3,113.65,15,289.81
PED-00406,CLI-0358,2025-10-16,app,esporte,1,273.62,0,273.62
PED-00407,CLI-0376,2025-10-26,site,casa,1,612.81,20,490.25
PED-00408,CLI-0236,2025-09-02,marketplace,esporte,4,610.46,10,2197.66
PED-00409,CLI-0459,2026-02-09,marketplace,beleza,6,380.41,20,1825.97
PED-00410,CLI-0005,2025-04-28,loja,livros,6,445.27,5,2538.04
PED-00411,CLI-0309,2026-05-24,site,livros,1,528.87,5,502.43
PED-00412,CLI-0529,2026-06-18,site,livros,3,406.92,5,1159.72
PED-00413,CLI-0060,2025-10-07,app,livros,5,404.96,10,1822.32
PED-00414,CLI-0047,2026-05-31,loja,esporte,4,126.02,15,428.47
PED-00415,CLI-0592,2025-09-19,marketplace,casa,3,227.0,10,612.9
PED-00416,CLI-0325,2025-07-07,app,esporte,3,254.3,0,762.9
PED-00417,CLI-0059,2025-04-22,loja,eletrônicos,1,587.66,0,587.66
PED-00418,CLI-0524,2026-07-02,loja,beleza,3,277.35,5,790.45
PED-00419,CLI-0591,2025-08-16,marketplace,eletrônicos,2,66.27,0,132.54
PED-00420,CLI-0465,2026-05-28,app,livros,6,150.5,20,722.4
PED-00421,CLI-0160,2026-06-29,app,esporte,1,572.63,0,572.63
PED-00422,CLI-0138,2025-09-29,site,livros,2,236.78,5,449.88
PED-00423,CLI-0589,2025-12-06,marketplace,beleza,3,363.48,0,1090.44
PED-00424,CLI-0289,2025-04-15,marketplace,livros,6,403.37,0,2420.22
PED-00425,CLI-0006,2026-07-07,loja,casa,3,300.41,5,856.17
PED-00426,CLI-0494,2026-08-21,loja,esporte,2,609.22,0,1218.44
PED-00427,CLI-0470,2025-07-04,app,esporte,1,183.74,0,183.74
PED-00428,CLI-0353,2025-12-11,app,beleza,5,47.97,0,239.85
PED-00429,CLI-0439,2025-07-05,marketplace,beleza,4,299.88,20,959.62
PED-00430,CLI-0339,2026-07-09,loja,livros,5,309.37,5,1469.51
PED-00431,CLI-0302,2025-12-04,site,casa,5,181.04,5,859.94
PED-00432,CLI-0140,2025-10-12,app,esporte,1,91.03,10,81.93
PED-00433,CLI-0446,2025-01-04,app,esporte,6,225.48,10,1217.59
PED-00434,CLI-0596,2025-12-07,app,livros,6,644.34,15,3286.13
PED-00435,CLI-0114,2026-01-21,app,livros,2,344.07,0,688.14
PED-00436,CLI-0249,2026-06-25,marketplace,livros,3,515.78,5,1469.97
PED-00437,CLI-0369,2026-02-21,marketplace,beleza,1,600.15,0,600.15
PED-00438,CLI-0246,2026-02-16,site,esporte,2,463.72,15,788.32
PED-00439,CLI-0259,2025-01-29,site,livros,6,282.74,10,1526.8
PED-00440,CLI-0134,2025-08-26,marketplace,livros,1,257.38,0,257.38
PED-00441,CLI-0451,2025-09-05,app,esporte,2,51.41,20,82.26
PED-00442,CLI-0166,2025-03-11,loja,livros,5,279.56,15,1188.13
PED-00443,CLI-0065,2026-04-13,site,casa,3,282.41,20,677.78
PED-00444,CLI-0504,2025-03-20,app,beleza,2,361.56,0,723.12
PED-00445,CLI-0405,2026-05-15,marketplace,eletrônicos,5,497.24,0,2486.2
PED-00446,CLI-0523,2025-11-23,loja,beleza,6,575.43,0,3452.58
PED-00447,CLI-0334,2026-02-15,loja,eletrônicos,4,164.4,5,624.72
PED-00448,CLI-0565,2026-06-20,app,livros,1,122.44,20,97.95
PED-00449,CLI-0536,2025-05-23,marketplace,esporte,1,610.91,15,519.27
PED-00450,CLI-0280,2026-08-22,marketplace,beleza,1,593.96,0,593.96
PED-00451,CLI-0161,2026-06-23,loja,esporte,3,128.98,10,348.25
PED-00452,CLI-0082,2025-02-06,app,casa,3,115.4,0,346.2
PED-00453,CLI-0094,2026-07-08,app,casa,5,565.97,5,2688.36
PED-00454,CLI-0391,2025-06-13,marketplace,livros,1,149.45,5,141.98
PED-00455,CLI-0493,2025-05-10,marketplace,casa,4,605.42,15,2058.43
PED-00456,CLI-0347,2026-03-14,app,esporte,5,461.93,20,1847.72
PED-00457,CLI-0030,2025-05-28,app,casa,5,310.47,5,1474.73
PED-00458,CLI-0460,2025-01-07,app,livros,5,646.17,5,3069.31
PED-00459,CLI-0417,2026-03-25,app,beleza,1,622.56,0,622.56
PED-00460,CLI-0356,2025-08-22,loja,esporte,2,186.09,15,316.35
PED-00461,CLI-0198,2025-09-06,app,esporte,3,580.93,0,1742.79
PED-00462,CLI-0058,2026-05-27,loja,livros,6,469.15,0,2814.9
PED-00463,CLI-0599,2025-08-07,marketplace,casa,3,353.43,15,901.25
PED-00464,CLI-0130,2025-03-04,app,beleza,2,508.4,0,1016.8
PED-00465,CLI-0320,2025-12-19,app,livros,4,601.2,0,2404.8
PED-00466,CLI-0351,2025-02-12,loja,livros,6,631.65,0,3789.9
PED-00467,CLI-0229,2026-02-25,marketplace,esporte,5,399.49,20,1597.96
PED-00468,CLI-0489,2025-02-09,site,livros,3,83.89,5,239.09
PED-00469,CLI-0293,2026-08-21,marketplace,esporte,4,420.98,20,1347.14
PED-00470,CLI-0352,2025-08-27,marketplace,beleza,5,265.1,20,1060.4
PED-00471,CLI-0528,2025-01-11,loja,esporte,3,627.19,0,1881.57
PED-00472,CLI-0183,2026-05-27,site,casa,6,162.26,0,973.56
PED-00473,CLI-0548,2025-10-18,marketplace,esporte,5,398.65,0,1993.25
PED-00474,CLI-0166,2025-01-30,app,beleza,1,434.64,5,412.91
PED-00475,CLI-0286,2025-09-26,app,esporte,3,386.26,10,1042.9
PED-00476,CLI-0569,2025-10-09,loja,casa,1,326.54,0,326.54
PED-00477,CLI-0049,2025-03-02,app,casa,1,99.38,15,84.47
PED-00478,CLI-0248,2026-08-13,marketplace,eletrônicos,5,36.29,0,181.45
PED-00479,CLI-0365,2026-01-20,marketplace,beleza,2,362.0,0,724.0
PED-00480,CLI-0078,2025-02-24,site,beleza,3,581.17,10,1569.16
PED-00481,CLI-0212,2025-01-18,marketplace,livros,1,249.3,0,249.3
PED-00482,CLI-0133,2025-07-22,marketplace,esporte,3,273.14,0,819.42
PED-00483,CLI-0327,2025-06-19,marketplace,livros,5,502.71,0,2513.55
PED-00484,CLI-0596,2026-03-18,loja,livros,6,410.47,5,2339.68
PED-00485,CLI-0584,2026-05-22,loja,livros,3,377.19,10,1018.41
PED-00486,CLI-0246,2025-01-27,marketplace,casa,3,222.9,15,568.39
PED-00487,CLI-0118,2026-07-31,loja,beleza,6,417.13,5,2377.64
PED-00488,CLI-0230,2026-01-09,loja,casa,3,585.26,10,1580.2
PED-00489,CLI-0376,2025-11-17,app,eletrônicos,2,485.09,15,824.65
PED-00490,CLI-0513,2026-04-10,app,eletrônicos,6,506.94,15,2585.39
PED-00491,CLI-0069,2026-02-08,app,eletrônicos,6,216.03,20,1036.94
PED-00492,CLI-0303,2025-11-03,loja,casa,3,328.58,15,837.88
PED-00493,CLI-0139,2025-03-03,marketplace,esporte,2,43.51,20,69.62
PED-00494,CLI-0561,2025-09-26,app,livros,4,145.97,10,525.49
PED-00495,CLI-0248,2025-02-28,app,eletrônicos,2,537.84,0,1075.68
PED-00496,CLI-0010,2025-06-22,app,beleza,6,644.95,0,3869.7
PED-00497,CLI-0023,2025-07-25,loja,eletrônicos,4,165.6,15,563.04
PED-00498,CLI-0040,2025-06-30,loja,casa,6,73.96,10,399.38
PED-00499,CLI-0582,2025-12-29,site,eletrônicos,4,379.3,10,1365.48
PED-00500,CLI-0091,2025-10-17,app,casa,4,402.12,0,1608.48
PED-00501,CLI-0089,2025-06-07,site,eletrônicos,3,209.17,0,627.51
PED-00502,CLI-0239,2025-07-28,loja,beleza,3,486.32,15,1240.12
PED-00503,CLI-0443,2026-01-11,app,esporte,4,61.39,0,245.56
PED-00504,CLI-0506,2026-03-14,app,livros,5,280.92,0,1404.6
PED-00505,CLI-0027,2025-05-12,app,beleza,1,503.38,0,503.38
PED-00506,CLI-0086,2025-03-30,app,eletrônicos,6,465.3,10,2512.62
PED-00507,CLI-0574,2025-04-05,site,casa,3,392.18,0,1176.54
PED-00508,CLI-0541,2026-06-23,site,beleza,5,50.07,10,225.31
PED-00509,CLI-0370,2026-01-24,app,casa,6,278.49,20,1336.75
PED-00510,CLI-0037,2025-04-30,app,eletrônicos,5,86.06,10,387.27
PED-00511,CLI-0212,2025-08-11,site,esporte,2,220.83,10,397.49
PED-00512,CLI-0409,2025-06-05,marketplace,eletrônicos,2,498.56,20,797.7
PED-00513,CLI-0496,2025-11-04,site,eletrônicos,6,574.16,0,3444.96
PED-00514,CLI-0095,2025-08-11,site,beleza,6,364.24,10,1966.9
PED-00515,CLI-0031,2026-05-06,site,casa,3,40.6,20,97.44
PED-00516,CLI-0279,2025-07-30,loja,beleza,2,32.49,0,64.98
PED-00517,CLI-0079,2026-01-12,loja,beleza,4,35.58,5,135.2
PED-00518,CLI-0508,2026-05-02,marketplace,livros,4,236.0,20,755.2
PED-00519,CLI-0471,2025-06-07,app,casa,3,465.13,15,1186.08
PED-00520,CLI-0121,2025-03-19,marketplace,eletrônicos,4,495.73,0,1982.92
PED-00521,CLI-0516,2025-07-20,site,eletrônicos,6,332.4,15,1695.24
PED-00522,CLI-0451,2025-02-26,site,casa,3,504.98,15,1287.7
PED-00523,CLI-0211,2026-08-11,site,esporte,5,257.6,20,1030.4
PED-00524,CLI-0288,2026-02-13,marketplace,beleza,4,32.35,0,129.4
PED-00525,CLI-0141,2026-02-11,app,casa,4,451.82,0,1807.28
PED-00526,CLI-0326,2026-04-18,site,eletrônicos,1,36.5,0,36.5
PED-00527,CLI-0281,2026-08-17,site,beleza,4,565.72,0,2262.88
PED-00528,CLI-0306,2026-03-07,app,eletrônicos,2,175.78,0,351.56
PED-00529,CLI-0503,2026-02-20,loja,livros,3,580.2,20,1392.48
PED-00530,CLI-0176,2026-07-09,app,esporte,6,350.52,0,2103.12
PED-00531,CLI-0592,2025-12-10,marketplace,casa,5,480.76,20,1923.04
PED-00532,CLI-0555,2025-05-26,app,livros,5,555.78,0,2778.9
PED-00533,CLI-0324,2026-07-18,site,casa,3,487.38,0,1462.14
PED-00534,CLI-0025,2025-04-28,app,livros,5,621.44,20,2485.76
PED-00535,CLI-0439,2026-06-16,marketplace,beleza,2,509.88,0,1019.76
PED-00536,CLI-0201,2026-07-29,marketplace,beleza,2,364.21,5,692.0
PED-00537,CLI-0018,2025-07-17,site,livros,2,620.2,10,1116.36
PED-00538,CLI-0532,2025-08-30,loja,esporte,4,179.37,0,717.48
PED-00539,CLI-0492,2026-03-08,loja,eletrônicos,3,344.91,15,879.52
PED-00540,CLI-0134,2026-02-07,site,esporte,2,328.37,0,656.74
PED-00541,CLI-0173,2025-08-22,marketplace,esporte,1,307.06,0,307.06
PED-00542,CLI-0526,2026-02-14,loja,eletrônicos,1,95.0,0,95.0
PED-00543,CLI-0276,2026-06-10,loja,eletrônicos,1,88.09,20,70.47
PED-00544,CLI-0320,2026-01-14,app,esporte,4,130.66,0,522.64
PED-00545,CLI-0122,2025-03-12,site,livros,1,279.69,5,265.71
PED-00546,CLI-0078,2026-01-31,site,beleza,1,561.36,5,533.29
PED-00547,CLI-0341,2025-06-20,loja,livros,4,491.06,0,1964.24
PED-00548,CLI-0180,2025-10-04,marketplace,beleza,4,631.89,0,2527.56
PED-00549,CLI-0238,2025-09-10,marketplace,esporte,4,338.14,0,1352.56
PED-00550,CLI-0298,2025-04-02,loja,livros,3,528.0,0,1584.0
PED-00551,CLI-0421,2025-10-15,marketplace,eletrônicos,3,553.68,0,1661.04
PED-00552,CLI-0089,2025-01-10,site,beleza,2,645.24,20,1032.38
PED-00553,CLI-0509,2026-02-28,app,casa,6,636.99,0,3821.94
PED-00554,CLI-0274,2026-06-20,app,eletrônicos,4,523.51,5,1989.34
PED-00555,CLI-0400,2026-04-01,app,beleza,6,569.29,0,3415.74
PED-00556,CLI-0595,2026-01-12,loja,esporte,6,514.82,0,3088.92
PED-00557,CLI-0588,2025-01-22,site,esporte,5,140.4,0,702.0
PED-00558,CLI-0194,2026-01-05,marketplace,livros,1,361.55,0,361.55
PED-00559,CLI-0258,2025-01-20,loja,casa,2,191.86,10,345.35
PED-00560,CLI-0431,2026-05-01,app,esporte,4,39.44,15,134.1
PED-00561,CLI-0344,2026-08-08,site,livros,3,468.32,10,1264.46
PED-00562,CLI-0292,2025-07-05,marketplace,esporte,5,621.34,0,3106.7
PED-00563,CLI-0087,2026-08-13,marketplace,livros,3,203.61,20,488.66
PED-00564,CLI-0513,2026-03-22,site,eletrônicos,2,317.98,0,635.96
PED-00565,CLI-0069,2025-04-25,marketplace,casa,4,629.05,15,2138.77
PED-00566,CLI-0292,2025-10-05,loja,beleza,3,309.32,15,788.77
PED-00567,CLI-0420,2025-07-08,app,beleza,2,215.84,0,431.68
PED-00568,CLI-0527,2025-08-22,marketplace,eletrônicos,2,285.06,15,484.6
PED-00569,CLI-0477,2025-02-17,site,casa,1,75.19,0,75.19
PED-00570,CLI-0415,2025-10-18,site,casa,6,432.66,5,2466.16
PED-00571,CLI-0580,2025-02-11,loja,beleza,3,570.34,20,1368.82
PED-00572,CLI-0296,2025-10-16,app,casa,1,459.67,20,367.74
PED-00573,CLI-0555,2025-11-17,app,casa,6,239.58,0,1437.48
PED-00574,CLI-0484,2026-05-10,loja,esporte,2,444.29,20,710.86
PED-00575,CLI-0214,2026-05-19,site,casa,5,645.92,0,3229.6
PED-00576,CLI-0468,2026-03-01,marketplace,eletrônicos,3,257.12,15,655.66
PED-00577,CLI-0067,2025-03-26,marketplace,eletrônicos,3,345.16,0,1035.48
PED-00578,CLI-0003,2026-06-19,marketplace,beleza,5,193.44,15,822.12
PED-00579,CLI-0078,2025-05-04,loja,esporte,1,642.95,0,642.95
PED-00580,CLI-0084,2025-09-21,site,beleza,3,259.31,15,661.24
PED-00581,CLI-0469,2026-06-01,loja,livros,2,56.14,10,101.05
PED-00582,CLI-0502,2025-06-26,app,beleza,6,503.03,20,2414.54
PED-00583,CLI-0190,2026-07-14,app,esporte,6,501.73,15,2558.82
PED-00584,CLI-0508,2026-05-10,marketplace,eletrônicos,3,371.65,20,891.96
PED-00585,CLI-0151,2025-02-27,loja,casa,4,372.12,0,1488.48
PED-00586,CLI-0089,2025-06-26,site,beleza,3,606.66,0,1819.98
PED-00587,CLI-0600,2025-06-17,site,beleza,2,274.71,10,494.48
PED-00588,CLI-0020,2026-02-23,app,beleza,6,274.51,15,1400.0
PED-00589,CLI-0209,2026-03-17,app,beleza,3,593.48,20,1424.35
PED-00590,CLI-0413,2026-01-05,app,eletrônicos,4,57.93,0,231.72
PED-00591,CLI-0484,2025-01-02,site,beleza,1,137.39,15,116.78
PED-00592,CLI-0500,2025-01-22,site,beleza,4,47.48,0,189.92
PED-00593,CLI-0446,2026-06-09,app,casa,6,281.49,15,1435.6
PED-00594,CLI-0036,2025-02-07,app,livros,4,523.95,20,1676.64
PED-00595,CLI-0446,2026-06-01,marketplace,livros,3,393.32,15,1002.97
PED-00596,CLI-0181,2026-07-08,marketplace,livros,4,564.83,15,1920.42
PED-00597,CLI-0276,2025-03-02,loja,esporte,4,522.62,15,1776.91
PED-00598,CLI-0405,2025-11-21,loja,livros,4,102.2,5,388.36
PED-00599,CLI-0106,2025-04-02,marketplace,beleza,5,340.21,10,1530.94
PED-00600,CLI-0004,2025-10-05,site,casa,4,319.23,0,1276.92
PED-00601,CLI-0153,2025-11-11,site,casa,3,501.3,20,1203.12
PED-00602,CLI-0060,2026-03-24,app,casa,2,269.03,0,538.06
PED-00603,CLI-0354,2026-02-03,app,livros,6,619.69,0,3718.14
PED-00604,CLI-0034,2026-03-30,marketplace,livros,2,170.64,10,307.15
PED-00605,CLI-0089,2025-02-10,marketplace,beleza,6,258.85,0,1553.1
PED-00606,CLI-0477,2025-12-18,marketplace,esporte,2,427.09,0,854.18
PED-00607,CLI-0572,2026-01-12,app,esporte,1,97.09,15,82.53
PED-00608,CLI-0367,2026-08-12,app,esporte,5,639.54,0,3197.7
PED-00609,CLI-0140,2026-02-22,marketplace,esporte,5,606.2,0,3031.0
PED-00610,CLI-0154,2025-08-25,loja,esporte,2,645.52,0,1291.04
PED-00611,CLI-0225,2025-06-13,marketplace,casa,5,163.91,0,819.55
PED-00612,CLI-0105,2025-07-10,site,casa,3,492.58,0,1477.74
PED-00613,CLI-0055,2025-08-23,site,beleza,6,316.01,20,1516.85
PED-00614,CLI-0258,2026-08-22,site,casa,3,108.11,0,324.33
PED-00615,CLI-0239,2026-04-02,app,eletrônicos,1,186.81,0,186.81
PED-00616,CLI-0376,2026-07-05,marketplace,eletrônicos,5,151.06,0,755.3
PED-00617,CLI-0013,2025-05-11,loja,esporte,3,426.06,10,1150.36
PED-00618,CLI-0381,2025-08-13,site,esporte,4,81.85,10,294.66
PED-00619,CLI-0017,2026-03-08,marketplace,livros,5,434.31,10,1954.4
PED-00620,CLI-0148,2026-01-14,site,livros,6,243.33,0,1459.98
PED-00621,CLI-0228,2026-05-17,marketplace,beleza,6,458.33,20,2199.98
PED-00622,CLI-0212,2025-06-11,app,esporte,4,200.88,0,803.52
PED-00623,CLI-0439,2025-07-22,loja,beleza,6,630.86,10,3406.64
PED-00624,CLI-0539,2025-07-29,app,beleza,3,476.72,0,1430.16
PED-00625,CLI-0480,2025-02-08,app,casa,2,399.24,10,718.63
PED-00626,CLI-0169,2025-03-24,site,beleza,6,253.29,0,1519.74
PED-00627,CLI-0431,2026-06-07,loja,livros,3,496.78,20,1192.27
PED-00628,CLI-0131,2025-03-24,loja,eletrônicos,6,450.89,0,2705.34
PED-00629,CLI-0537,2026-02-10,marketplace,eletrônicos,4,292.54,15,994.64
PED-00630,CLI-0507,2026-02-17,marketplace,esporte,6,307.29,0,1843.74
PED-00631,CLI-0545,2025-04-06,marketplace,casa,3,541.83,10,1462.94
PED-00632,CLI-0092,2025-05-26,site,casa,5,386.82,15,1643.98
PED-00633,CLI-0481,2026-06-25,marketplace,casa,3,135.05,0,405.15
PED-00634,CLI-0411,2025-06-06,app,esporte,1,223.56,10,201.2
PED-00635,CLI-0234,2025-10-30,loja,beleza,2,379.98,5,721.96
PED-00636,CLI-0570,2025-12-11,loja,livros,5,200.67,0,1003.35
PED-00637,CLI-0377,2025-10-20,app,eletrônicos,4,246.97,20,790.3
PED-00638,CLI-0033,2026-04-27,site,casa,1,342.56,0,342.56
PED-00639,CLI-0479,2025-04-04,app,esporte,1,436.5,15,371.02
PED-00640,CLI-0360,2026-01-21,marketplace,esporte,2,449.59,0,899.18
PED-00641,CLI-0175,2025-07-29,app,livros,6,463.23,0,2779.38
PED-00642,CLI-0067,2026-06-02,marketplace,esporte,4,187.31,0,749.24
PED-00643,CLI-0011,2025-01-06,loja,beleza,1,384.72,0,384.72
PED-00644,CLI-0024,2026-06-16,marketplace,casa,4,268.48,15,912.83
PED-00645,CLI-0459,2025-06-07,app,esporte,4,213.63,20,683.62
PED-00646,CLI-0287,2026-06-11,site,esporte,3,406.07,15,1035.48
PED-00647,CLI-0024,2026-03-18,app,esporte,1,515.32,10,463.79
PED-00648,CLI-0375,2025-04-10,site,eletrônicos,4,202.95,20,649.44
PED-00649,CLI-0253,2025-10-20,loja,esporte,3,492.78,20,1182.67
PED-00650,CLI-0506,2026-03-22,app,casa,5,545.97,0,2729.85
PED-00651,CLI-0334,2026-07-07,app,beleza,4,503.45,0,2013.8
PED-00652,CLI-0448,2026-08-10,loja,eletrônicos,1,434.6,5,412.87
PED-00653,CLI-0311,2026-07-21,marketplace,esporte,2,297.66,20,476.26
PED-00654,CLI-0553,2025-04-03,app,esporte,5,352.12,20,1408.48
PED-00655,CLI-0045,2025-10-08,marketplace,beleza,2,533.26,0,1066.52
PED-00656,CLI-0405,2025-11-23,app,livros,5,153.45,0,767.25
PED-00657,CLI-0585,2025-03-01,marketplace,livros,2,169.52,10,305.14
PED-00658,CLI-0272,2026-02-07,app,livros,5,619.85,0,3099.25
PED-00659,CLI-0338,2025-08-26,app,eletrônicos,3,176.72,5,503.65
PED-00660,CLI-0033,2025-07-11,app,beleza,1,451.57,5,428.99
PED-00661,CLI-0047,2026-04-08,app,livros,1,21.23,10,19.11
PED-00662,CLI-0438,2025-11-14,site,livros,4,411.04,5,1561.95
PED-00663,CLI-0452,2025-03-02,loja,esporte,2,319.43,0,638.86
PED-00664,CLI-0084,2026-03-17,marketplace,eletrônicos,6,595.65,0,3573.9
PED-00665,CLI-0046,2025-07-10,app,beleza,2,91.18,0,182.36
PED-00666,CLI-0565,2026-02-19,marketplace,beleza,6,215.82,0,1294.92
PED-00667,CLI-0046,2025-03-13,site,livros,6,373.83,15,1906.53
PED-00668,CLI-0221,2025-05-06,app,livros,3,347.36,0,1042.08
PED-00669,CLI-0411,2025-05-15,site,eletrônicos,5,280.9,15,1193.83
PED-00670,CLI-0001,2025-08-17,site,casa,5,216.32,15,919.36
PED-00671,CLI-0198,2026-08-24,site,eletrônicos,3,514.38,5,1465.98
PED-00672,CLI-0363,2025-02-01,marketplace,eletrônicos,1,134.52,0,134.52
PED-00673,CLI-0057,2026-07-09,marketplace,eletrônicos,1,593.89,10,534.5
PED-00674,CLI-0119,2025-10-30,app,esporte,5,377.11,10,1697.0
PED-00675,CLI-0124,2026-01-18,site,beleza,1,572.32,0,572.32
PED-00676,CLI-0084,2025-08-16,marketplace,esporte,5,278.25,5,1321.69
PED-00677,CLI-0319,2025-03-20,app,beleza,4,22.92,0,91.68
PED-00678,CLI-0572,2025-07-28,loja,eletrônicos,6,120.98,20,580.7
PED-00679,CLI-0086,2026-05-18,app,beleza,6,82.09,5,467.91
PED-00680,CLI-0200,2025-08-14,loja,beleza,2,531.68,0,1063.36
PED-00681,CLI-0577,2025-12-28,loja,eletrônicos,2,625.81,0,1251.62
PED-00682,CLI-0075,2025-02-23,marketplace,esporte,2,320.1,15,544.17
PED-00683,CLI-0159,2026-01-07,marketplace,livros,5,369.18,5,1753.61
PED-00684,CLI-0070,2026-07-08,app,esporte,1,263.63,0,263.63
PED-00685,CLI-0061,2025-05-15,marketplace,beleza,6,38.75,0,232.5
PED-00686,CLI-0096,2026-01-15,app,eletrônicos,1,289.33,5,274.86
PED-00687,CLI-0065,2025-05-01,site,eletrônicos,5,290.78,20,1163.12
PED-00688,CLI-0236,2025-05-15,app,casa,6,467.01,20,2241.65
PED-00689,CLI-0521,2025-03-02,marketplace,beleza,2,223.11,10,401.6
PED-00690,CLI-0227,2025-05-19,site,livros,1,289.25,0,289.25
PED-00691,CLI-0518,2025-12-16,site,eletrônicos,5,290.06,15,1232.75
PED-00692,CLI-0585,2026-08-20,marketplace,beleza,6,262.52,0,1575.12
PED-00693,CLI-0168,2025-02-19,site,eletrônicos,3,245.08,0,735.24
PED-00694,CLI-0433,2025-05-25,site,beleza,1,550.49,20,440.39
PED-00695,CLI-0106,2025-05-06,site,livros,4,514.77,20,1647.26
PED-00696,CLI-0044,2025-09-19,site,beleza,6,521.23,5,2971.01
PED-00697,CLI-0566,2026-05-27,app,livros,1,180.21,20,144.17
PED-00698,CLI-0580,2026-03-12,loja,eletrônicos,5,223.83,0,1119.15
PED-00699,CLI-0341,2026-02-18,site,esporte,1,391.27,20,313.02
PED-00700,CLI-0349,2025-05-15,marketplace,esporte,6,615.03,0,3690.18
PED-00701,CLI-0560,2026-07-25,loja,beleza,2,450.45,15,765.76
