cliente_id,cidade,plano,canal_aquisicao,mensalidade,nps,chamados_90d,atraso_dias,tempo_cliente_meses,data_ativacao,churn,data_cancelamento,motivo_cancelamento,status_atual
CLI-0264,Salvador,Básico 100,site,78.96,7,4,35,39,2023-04-25,0,,,ativo
CLI-0265,Feira de Santana,Básico 100,loja,79.6,5,0,10,47,2022-08-31,0,,,ativo
CLI-0266,Eunápolis,Família 500,telefone,164.4,0,4,0,15,2025-05-02,0,,,ativo
CLI-0267,Feira de Santana,Gamer 700,site,200.35,8,0,0,40,2023-04-12,0,,,ativo
CLI-0268,Feira de Santana,Empresa 1000,site,300.81,3,6,0,11,2025-08-09,0,,,ativo
CLI-0269,Salvador,Gamer 700,site,222.35,10,0,35,11,2025-08-30,0,,,ativo
CLI-0270,Salvador,Gamer 700,indicação,205.95,10,0,0,46,2022-10-21,0,,,ativo
CLI-0271,Feira de Santana,Família 500,site,161.26,6,2,0,5,2026-02-19,0,,,ativo
CLI-0272,Feira de Santana,Básico 100,site,77.71,6,0,20,6,2026-01-21,0,,,ativo
CLI-0273,Salvador,Básico 100,telefone,79.01,4,1,20,5,2026-02-26,1,2026-06-13,atendimento,cancelado
CLI-0274,Feira de Santana,Básico 100,site,82.98,8,2,0,30,2024-01-25,0,,,ativo
CLI-0275,Feira de Santana,Casa 300,indicação,115.04,4,3,0,23,2024-09-02,0,,,ativo
CLI-0276,Feira de Santana,Casa 300,loja,107.61,9,0,0,45,2022-11-18,0,,,ativo
CLI-0277,Salvador,Casa 300,loja,102.26,9,1,0,23,2024-09-09,0,,,ativo
CLI-0278,Vitória da Conquista,Casa 300,site,106.37,5,2,5,8,2025-11-08,0,,,ativo
CLI-0279,Feira de Santana,Família 500,telefone,144.29,6,0,10,35,2023-08-25,0,,,ativo
CLI-0280,Vitória da Conquista,Casa 300,indicação,111.3,7,1,5,41,2023-03-06,0,,,ativo
CLI-0281,Ilhéus,Gamer 700,indicação,194.71,4,1,10,40,2023-04-02,0,,,ativo
CLI-0282,Eunápolis,Casa 300,telefone,109.03,2,3,0,46,2022-09-24,0,,,ativo
CLI-0283,Ilhéus,Empresa 1000,loja,310.42,9,2,35,3,2026-04-08,0,,,ativo
CLI-0284,Eunápolis,Casa 300,site,119.45,7,0,35,44,2022-11-29,0,,,ativo
CLI-0285,Ilhéus,Gamer 700,loja,211.06,5,4,0,44,2022-12-10,0,,,ativo
CLI-0286,Eunápolis,Casa 300,loja,108.2,5,2,0,42,2023-02-12,0,,,ativo
CLI-0287,Feira de Santana,Básico 100,loja,76.69,7,1,10,47,2022-08-26,0,,,ativo
CLI-0288,Salvador,Básico 100,site,76.74,7,0,0,39,2023-05-13,0,,,ativo
CLI-0289,Ilhéus,Básico 100,loja,82.56,10,2,20,33,2023-10-28,0,,,ativo
CLI-0290,Eunápolis,Família 500,indicação,151.83,7,3,20,19,2024-12-11,0,,,ativo
CLI-0291,Ilhéus,Família 500,telefone,157.99,8,3,10,19,2025-01-08,0,,,ativo
CLI-0292,Ilhéus,Gamer 700,indicação,204.34,6,1,0,32,2023-12-14,0,,,ativo
CLI-0293,Eunápolis,Empresa 1000,telefone,288.71,7,2,10,41,2023-02-20,0,,,ativo
CLI-0294,Salvador,Gamer 700,telefone,206.76,9,0,0,49,2022-07-03,0,,,ativo
CLI-0295,Ilhéus,Empresa 1000,site,293.2,7,0,0,4,2026-03-18,1,2026-07-19,preço,cancelado
CLI-0296,Vitória da Conquista,Família 500,telefone,145.28,7,2,0,40,2023-04-14,0,,,ativo
CLI-0297,Feira de Santana,Família 500,site,138.4,8,2,0,28,2024-04-12,0,,,ativo
CLI-0298,Ilhéus,Casa 300,site,101.35,6,3,0,22,2024-10-05,1,2026-06-29,instabilidade,cancelado
CLI-0299,Eunápolis,Gamer 700,indicação,189.66,5,2,5,23,2024-08-25,0,,,ativo
CLI-0300,Vitória da Conquista,Empresa 1000,site,289.48,4,2,0,47,2022-09-04,0,,,ativo
CLI-0301,Vitória da Conquista,Família 500,site,152.49,4,6,0,9,2025-11-02,1,2026-07-04,instabilidade,cancelado
CLI-0302,Salvador,Família 500,loja,167.53,6,4,5,7,2025-12-10,1,2026-07-06,atendimento,cancelado
CLI-0303,Ilhéus,Gamer 700,indicação,195.65,4,1,20,25,2024-06-28,0,,,ativo
CLI-0304,Feira de Santana,Casa 300,indicação,110.25,7,2,0,1,2026-06-17,0,,,ativo
CLI-0305,Feira de Santana,Casa 300,indicação,116.06,2,4,0,15,2025-04-26,0,,,ativo
CLI-0306,Vitória da Conquista,Gamer 700,loja,216.56,5,1,5,19,2025-01-06,1,2026-07-17,preço,cancelado
CLI-0307,Vitória da Conquista,Gamer 700,site,221.75,6,3,10,6,2026-01-20,0,,,ativo
CLI-0308,Salvador,Família 500,telefone,148.03,8,0,0,13,2025-07-01,0,,,ativo
CLI-0309,Eunápolis,Básico 100,site,76.19,5,0,5,35,2023-08-18,0,,,ativo
CLI-0310,Salvador,Casa 300,site,121.58,8,1,5,49,2022-07-06,0,,,ativo
CLI-0311,Salvador,Empresa 1000,telefone,278.46,4,2,0,1,2026-06-24,0,,,ativo
CLI-0312,Ilhéus,Gamer 700,telefone,183.97,4,0,0,18,2025-01-26,0,,,ativo
CLI-0313,Vitória da Conquista,Básico 100,telefone,79.56,7,0,5,26,2024-06-07,0,,,ativo
CLI-0314,Feira de Santana,Empresa 1000,loja,291.96,6,3,0,44,2022-11-26,0,,,ativo
CLI-0315,Feira de Santana,Família 500,indicação,152.69,8,0,5,33,2023-11-10,0,,,ativo
CLI-0316,Ilhéus,Empresa 1000,indicação,275.91,10,1,5,16,2025-03-20,0,,,ativo
CLI-0317,Salvador,Gamer 700,site,198.88,6,0,35,26,2024-05-19,0,,,ativo
CLI-0318,Eunápolis,Empresa 1000,site,279.08,10,0,0,33,2023-10-25,0,,,ativo
CLI-0319,Eunápolis,Gamer 700,loja,213.4,8,1,0,5,2026-02-06,0,,,ativo
CLI-0320,Salvador,Empresa 1000,indicação,298.67,6,2,0,43,2023-01-06,0,,,ativo
CLI-0321,Ilhéus,Empresa 1000,site,283.45,6,5,35,44,2022-12-07,0,,,ativo
CLI-0322,Salvador,Família 500,telefone,164.09,4,4,20,18,2025-02-02,0,,,ativo
CLI-0323,Ilhéus,Casa 300,loja,114.97,8,2,0,17,2025-02-24,0,,,ativo
CLI-0324,Vitória da Conquista,Casa 300,indicação,104.05,4,6,0,27,2024-04-21,1,2026-06-28,mudança,cancelado
CLI-0325,Eunápolis,Básico 100,loja,88.51,3,5,0,9,2025-10-12,0,,,ativo
CLI-0326,Ilhéus,Empresa 1000,indicação,293.33,7,3,60,15,2025-04-27,0,,,ativo
CLI-0327,Ilhéus,Família 500,telefone,140.6,6,1,10,38,2023-05-28,0,,,ativo
CLI-0328,Eunápolis,Básico 100,site,85.48,10,0,0,44,2022-11-26,0,,,ativo
CLI-0329,Salvador,Família 500,site,138.36,7,0,5,28,2024-03-21,0,,,ativo
CLI-0330,Salvador,Básico 100,telefone,81.94,5,3,5,4,2026-03-26,0,,,ativo
CLI-0331,Salvador,Casa 300,loja,117.5,7,0,0,24,2024-07-27,0,,,ativo
CLI-0332,Feira de Santana,Básico 100,telefone,74.7,6,2,5,13,2025-06-08,1,2026-07-21,mudança,cancelado
CLI-0333,Salvador,Empresa 1000,site,308.51,5,4,0,17,2025-02-20,0,,,ativo
CLI-0334,Vitória da Conquista,Casa 300,indicação,115.92,2,3,0,16,2025-03-31,0,,,ativo
CLI-0335,Eunápolis,Família 500,telefone,166.76,6,2,5,24,2024-07-22,0,,,ativo
CLI-0336,Eunápolis,Família 500,indicação,158.46,8,1,0,27,2024-04-24,0,,,ativo
CLI-0337,Eunápolis,Casa 300,site,122.4,10,4,0,24,2024-07-29,0,,,ativo
CLI-0338,Eunápolis,Básico 100,telefone,76.14,6,4,0,8,2025-11-13,0,,,ativo
CLI-0339,Salvador,Gamer 700,loja,222.28,10,1,5,22,2024-09-21,0,,,ativo
CLI-0340,Feira de Santana,Básico 100,indicação,79.46,4,5,0,3,2026-04-06,0,,,ativo
CLI-0341,Salvador,Casa 300,indicação,107.77,3,3,0,47,2022-09-05,0,,,ativo
CLI-0342,Ilhéus,Família 500,site,160.9,5,2,0,2,2026-05-14,0,,,ativo
CLI-0343,Ilhéus,Família 500,indicação,152.41,10,0,35,25,2024-06-19,0,,,ativo
CLI-0344,Feira de Santana,Família 500,site,155.2,4,0,0,13,2025-06-25,0,,,ativo
CLI-0345,Eunápolis,Casa 300,indicação,106.54,6,3,20,12,2025-08-06,0,,,ativo
CLI-0346,Vitória da Conquista,Casa 300,indicação,105.17,6,1,5,48,2022-08-13,0,,,ativo
CLI-0347,Salvador,Casa 300,site,117.19,7,3,20,28,2024-04-09,0,,,ativo
CLI-0348,Feira de Santana,Família 500,indicação,149.17,7,1,0,10,2025-09-30,0,,,ativo
CLI-0349,Salvador,Casa 300,indicação,121.8,3,4,0,15,2025-04-24,0,,,ativo
CLI-0350,Vitória da Conquista,Família 500,telefone,163.2,7,1,35,26,2024-06-01,0,,,ativo
CLI-0351,Salvador,Casa 300,telefone,105.1,6,0,0,2,2026-05-13,0,,,ativo
CLI-0352,Feira de Santana,Gamer 700,loja,198.03,6,2,0,30,2024-01-20,0,,,ativo
CLI-0353,Ilhéus,Gamer 700,telefone,209.45,5,1,5,27,2024-04-15,0,,,ativo
CLI-0354,Salvador,Básico 100,site,84.07,5,0,5,29,2024-03-13,0,,,ativo
CLI-0355,Feira de Santana,Empresa 1000,loja,302.98,4,3,0,10,2025-09-22,0,,,ativo
CLI-0356,Ilhéus,Empresa 1000,indicação,323.38,2,1,5,35,2023-09-13,0,,,ativo
CLI-0357,Eunápolis,Família 500,loja,145.87,6,1,0,42,2023-01-27,0,,,ativo
CLI-0358,Vitória da Conquista,Empresa 1000,site,335.8,5,3,20,17,2025-02-09,0,,,ativo
CLI-0359,Vitória da Conquista,Empresa 1000,loja,308.7,4,5,20,9,2025-10-16,0,,,ativo
CLI-0360,Salvador,Família 500,loja,141.63,5,1,0,22,2024-09-28,0,,,ativo
CLI-0361,Vitória da Conquista,Família 500,indicação,143.27,9,1,0,10,2025-09-27,0,,,ativo
CLI-0362,Vitória da Conquista,Gamer 700,loja,188.24,5,0,5,23,2024-08-12,0,,,ativo
CLI-0363,Salvador,Básico 100,loja,81.09,7,0,10,37,2023-06-29,0,,,ativo
CLI-0364,Vitória da Conquista,Família 500,indicação,157.46,6,4,0,21,2024-10-15,0,,,ativo
CLI-0365,Ilhéus,Família 500,site,145.91,4,3,0,38,2023-06-12,0,,,ativo
CLI-0366,Salvador,Gamer 700,loja,218.36,0,3,60,16,2025-03-13,0,,,ativo
CLI-0367,Feira de Santana,Empresa 1000,site,284.65,6,3,0,39,2023-05-19,0,,,ativo
CLI-0368,Salvador,Básico 100,telefone,86.86,7,2,0,14,2025-05-22,0,,,ativo
CLI-0369,Feira de Santana,Empresa 1000,telefone,312.31,3,2,0,28,2024-03-25,0,,,ativo
CLI-0370,Ilhéus,Família 500,site,149.3,10,1,0,32,2023-12-15,0,,,ativo
CLI-0371,Ilhéus,Família 500,site,137.99,6,1,20,30,2024-01-23,0,,,ativo
CLI-0372,Feira de Santana,Básico 100,telefone,74.8,6,2,20,22,2024-09-25,0,,,ativo
CLI-0373,Feira de Santana,Empresa 1000,telefone,296.58,6,0,0,40,2023-04-16,0,,,ativo
CLI-0374,Ilhéus,Família 500,site,154.31,6,1,60,21,2024-10-27,0,,,ativo
CLI-0375,Vitória da Conquista,Básico 100,indicação,84.76,8,0,5,10,2025-09-14,0,,,ativo
CLI-0376,Eunápolis,Empresa 1000,indicação,277.83,9,0,0,18,2025-01-17,0,,,ativo
CLI-0377,Ilhéus,Básico 100,indicação,83.53,1,6,60,5,2026-02-05,1,2026-06-22,instabilidade,cancelado
CLI-0378,Ilhéus,Família 500,indicação,163.75,5,1,0,21,2024-10-12,0,,,ativo
CLI-0379,Salvador,Básico 100,loja,79.64,8,0,5,11,2025-08-26,1,2026-06-04,mudança,cancelado
CLI-0380,Salvador,Empresa 1000,indicação,310.04,8,1,0,38,2023-06-01,0,,,ativo
CLI-0381,Eunápolis,Família 500,indicação,157.54,2,1,20,20,2024-12-09,0,,,ativo
CLI-0382,Ilhéus,Casa 300,site,103.73,5,4,10,40,2023-03-28,0,,,ativo
CLI-0383,Feira de Santana,Básico 100,indicação,76.97,7,1,20,21,2024-11-04,0,,,ativo
CLI-0384,Feira de Santana,Família 500,indicação,166.31,8,0,60,17,2025-02-27,1,2026-06-27,instabilidade,cancelado
CLI-0385,Feira de Santana,Casa 300,indicação,107.38,5,5,0,6,2026-01-22,0,,,ativo
CLI-0386,Eunápolis,Casa 300,loja,107.72,6,0,0,11,2025-08-14,0,,,ativo
CLI-0387,Vitória da Conquista,Empresa 1000,site,289.26,8,0,0,29,2024-03-13,0,,,ativo
CLI-0388,Salvador,Empresa 1000,site,321.68,5,3,0,48,2022-08-15,0,,,ativo
CLI-0389,Feira de Santana,Empresa 1000,loja,293.14,3,3,20,42,2023-02-03,0,,,ativo
CLI-0390,Vitória da Conquista,Gamer 700,indicação,215.07,4,3,0,49,2022-07-15,0,,,ativo
CLI-0391,Salvador,Básico 100,site,85.89,9,3,0,46,2022-10-20,0,,,ativo
CLI-0392,Ilhéus,Empresa 1000,site,311.35,2,3,0,26,2024-05-24,1,2026-06-10,preço,cancelado
CLI-0393,Salvador,Gamer 700,telefone,222.25,2,0,0,47,2022-09-19,0,,,ativo
CLI-0394,Eunápolis,Empresa 1000,indicação,304.69,9,1,10,44,2022-11-30,0,,,ativo
CLI-0395,Ilhéus,Família 500,telefone,144.59,9,3,5,10,2025-09-24,0,,,ativo
CLI-0396,Ilhéus,Família 500,indicação,164.2,2,3,0,16,2025-03-26,0,,,ativo
CLI-0397,Vitória da Conquista,Gamer 700,telefone,215.91,8,4,0,26,2024-06-04,1,2026-07-12,mudança,cancelado
CLI-0398,Ilhéus,Gamer 700,telefone,222.72,6,0,0,1,2026-06-28,0,,,ativo
CLI-0399,Feira de Santana,Casa 300,site,119.33,8,3,0,21,2024-11-02,0,,,ativo
CLI-0400,Feira de Santana,Básico 100,indicação,88.65,6,4,0,11,2025-08-19,0,,,ativo
CLI-0401,Feira de Santana,Casa 300,site,106.68,7,1,5,2,2026-05-19,0,,,ativo
CLI-0402,Salvador,Família 500,site,146.24,10,3,0,18,2025-02-07,0,,,ativo
CLI-0403,Eunápolis,Família 500,indicação,157.09,10,2,0,4,2026-03-22,0,,,ativo
CLI-0404,Feira de Santana,Casa 300,site,111.03,7,2,10,34,2023-10-12,0,,,ativo
CLI-0405,Vitória da Conquista,Básico 100,site,75.81,9,0,0,25,2024-06-24,0,,,ativo
CLI-0406,Eunápolis,Família 500,indicação,140.05,6,0,10,42,2023-01-22,0,,,ativo
CLI-0407,Vitória da Conquista,Gamer 700,indicação,208.84,6,4,0,6,2026-01-28,0,,,ativo
CLI-0408,Salvador,Família 500,loja,153.82,5,0,0,1,2026-06-15,0,,,ativo
CLI-0409,Eunápolis,Gamer 700,indicação,214.9,7,3,0,20,2024-12-02,0,,,ativo
CLI-0410,Salvador,Básico 100,indicação,88.47,4,4,10,5,2026-02-25,0,,,ativo
CLI-0411,Eunápolis,Casa 300,site,119.96,8,3,20,32,2023-12-09,0,,,ativo
CLI-0412,Feira de Santana,Básico 100,site,76.72,5,2,0,13,2025-06-09,0,,,ativo
CLI-0413,Ilhéus,Básico 100,telefone,82.77,7,0,5,25,2024-07-11,0,,,ativo
CLI-0414,Eunápolis,Empresa 1000,loja,321.73,8,2,10,19,2024-12-21,0,,,ativo
CLI-0415,Ilhéus,Empresa 1000,indicação,282.66,7,0,0,14,2025-06-01,0,,,ativo
CLI-0416,Vitória da Conquista,Empresa 1000,loja,322.1,8,3,0,18,2025-01-31,0,,,ativo
CLI-0417,Ilhéus,Gamer 700,indicação,209.7,4,7,0,7,2025-12-06,1,2026-06-26,mudança,cancelado
CLI-0418,Vitória da Conquista,Gamer 700,telefone,206.24,8,0,35,19,2024-12-18,0,,,ativo
CLI-0419,Vitória da Conquista,Família 500,telefone,164.91,8,1,10,35,2023-09-15,0,,,ativo
CLI-0420,Ilhéus,Casa 300,indicação,104.85,8,4,20,13,2025-06-27,1,2026-07-24,mudança,cancelado
CLI-0421,Ilhéus,Empresa 1000,loja,297.06,8,3,0,12,2025-07-09,0,,,ativo
CLI-0422,Feira de Santana,Básico 100,site,86.51,5,1,0,22,2024-10-05,0,,,ativo
CLI-0423,Eunápolis,Empresa 1000,site,309.56,2,4,20,26,2024-06-03,1,2026-06-16,mudança,cancelado
CLI-0424,Feira de Santana,Básico 100,loja,76.86,7,1,0,13,2025-06-24,0,,,ativo
CLI-0425,Feira de Santana,Gamer 700,site,216.82,9,0,5,40,2023-03-22,0,,,ativo
CLI-0426,Salvador,Família 500,site,146.88,6,2,10,23,2024-08-30,0,,,ativo
CLI-0427,Feira de Santana,Empresa 1000,site,304.19,7,2,0,3,2026-04-06,0,,,ativo
CLI-0428,Salvador,Gamer 700,indicação,189.61,2,2,0,15,2025-04-20,0,,,ativo
CLI-0429,Feira de Santana,Casa 300,loja,112.26,8,2,5,21,2024-10-16,0,,,ativo
CLI-0430,Salvador,Básico 100,site,87.29,7,1,0,18,2025-01-12,0,,,ativo
CLI-0431,Feira de Santana,Gamer 700,site,198.83,5,5,10,14,2025-05-09,1,2026-07-31,mudança,cancelado
CLI-0432,Salvador,Família 500,loja,161.85,6,0,0,39,2023-05-06,0,,,ativo
CLI-0433,Feira de Santana,Casa 300,loja,115.35,6,3,0,25,2024-06-24,0,,,ativo
CLI-0434,Salvador,Empresa 1000,indicação,333.19,7,1,0,46,2022-10-05,0,,,ativo
CLI-0435,Ilhéus,Gamer 700,site,199.62,4,4,20,39,2023-04-20,0,,,ativo
CLI-0436,Ilhéus,Empresa 1000,loja,283.18,6,2,0,36,2023-07-31,0,,,ativo
CLI-0437,Salvador,Casa 300,loja,112.61,7,2,5,31,2024-01-02,0,,,ativo
CLI-0438,Ilhéus,Básico 100,site,88.22,4,0,5,48,2022-08-22,0,,,ativo
CLI-0439,Vitória da Conquista,Empresa 1000,telefone,282.77,6,4,0,2,2026-05-27,1,2026-07-04,atendimento,cancelado
CLI-0440,Eunápolis,Família 500,loja,167.01,7,2,0,22,2024-10-01,0,,,ativo
CLI-0441,Ilhéus,Gamer 700,telefone,204.32,2,4,0,28,2024-03-17,0,,,ativo
CLI-0442,Ilhéus,Básico 100,telefone,85.88,7,2,0,46,2022-09-28,0,,,ativo
CLI-0443,Feira de Santana,Gamer 700,telefone,189.6,3,1,0,1,2026-06-24,1,2026-07-28,instabilidade,cancelado
CLI-0444,Eunápolis,Família 500,indicação,163.91,3,8,35,44,2022-12-08,0,,,ativo
CLI-0445,Eunápolis,Empresa 1000,indicação,304.77,3,2,0,41,2023-03-16,0,,,ativo
CLI-0446,Feira de Santana,Empresa 1000,indicação,326.8,5,3,10,18,2025-01-20,0,,,ativo
CLI-0447,Vitória da Conquista,Empresa 1000,telefone,318.67,9,2,35,27,2024-04-29,0,,,ativo
CLI-0448,Ilhéus,Básico 100,telefone,76.08,7,4,10,46,2022-09-26,0,,,ativo
CLI-0449,Feira de Santana,Gamer 700,telefone,185.9,6,0,10,46,2022-09-26,0,,,ativo
CLI-0450,Feira de Santana,Família 500,site,164.68,4,1,0,42,2023-02-12,1,2026-06-04,preço,cancelado
CLI-0451,Feira de Santana,Família 500,telefone,163.41,5,0,0,18,2025-01-27,0,,,ativo
CLI-0452,Salvador,Gamer 700,site,207.28,7,5,20,40,2023-04-05,0,,,ativo
CLI-0453,Feira de Santana,Casa 300,site,111.26,9,3,0,42,2023-02-10,0,,,ativo
CLI-0454,Feira de Santana,Empresa 1000,site,322.19,6,4,35,4,2026-03-29,0,,,ativo
CLI-0455,Feira de Santana,Casa 300,site,105.64,6,3,0,24,2024-07-19,1,2026-06-10,mudança,cancelado
CLI-0456,Salvador,Casa 300,telefone,105.11,7,0,10,5,2026-02-18,0,,,ativo
CLI-0457,Salvador,Casa 300,site,115.61,1,5,0,2,2026-05-09,1,2026-07-28,instabilidade,cancelado
CLI-0458,Vitória da Conquista,Empresa 1000,indicação,327.49,8,2,0,9,2025-10-16,0,,,ativo
CLI-0459,Feira de Santana,Empresa 1000,site,334.25,9,1,10,37,2023-07-12,0,,,ativo
CLI-0460,Vitória da Conquista,Família 500,site,155.72,4,1,10,6,2026-01-05,0,,,ativo
CLI-0461,Salvador,Família 500,loja,159.41,6,1,10,45,2022-11-15,0,,,ativo
CLI-0462,Feira de Santana,Gamer 700,indicação,200.85,4,5,0,12,2025-07-12,1,2026-07-24,instabilidade,cancelado
CLI-0463,Salvador,Gamer 700,telefone,208.68,6,1,5,2,2026-05-23,1,2026-07-21,mudança,cancelado
CLI-0464,Ilhéus,Família 500,telefone,155.07,7,1,0,14,2025-05-26,0,,,ativo
CLI-0465,Salvador,Gamer 700,indicação,210.77,6,4,5,37,2023-07-06,0,,,ativo
CLI-0466,Ilhéus,Gamer 700,telefone,184.72,4,2,60,45,2022-11-10,0,,,ativo
CLI-0467,Vitória da Conquista,Básico 100,loja,86.99,5,0,0,22,2024-09-26,0,,,ativo
CLI-0468,Eunápolis,Casa 300,loja,111.16,8,2,35,16,2025-03-12,0,,,ativo
CLI-0469,Feira de Santana,Família 500,loja,158.82,3,2,20,45,2022-10-23,1,2026-06-15,preço,cancelado
CLI-0470,Salvador,Básico 100,site,80.1,5,3,0,33,2023-11-01,1,2026-06-21,preço,cancelado
CLI-0471,Eunápolis,Básico 100,telefone,79.77,6,2,0,12,2025-07-16,1,2026-06-22,preço,cancelado
CLI-0472,Eunápolis,Família 500,loja,155.46,7,2,35,15,2025-04-18,0,,,ativo
CLI-0473,Eunápolis,Casa 300,loja,109.49,3,3,5,16,2025-03-17,0,,,ativo
CLI-0474,Eunápolis,Empresa 1000,telefone,318.5,8,2,0,33,2023-10-29,0,,,ativo
CLI-0475,Vitória da Conquista,Família 500,site,139.58,8,2,0,1,2026-06-09,0,,,ativo
CLI-0476,Ilhéus,Gamer 700,loja,209.86,5,2,20,9,2025-10-19,1,2026-07-01,mudança,cancelado
CLI-0477,Eunápolis,Casa 300,indicação,102.47,9,0,10,6,2026-02-02,0,,,ativo
CLI-0478,Eunápolis,Família 500,site,166.72,4,3,0,7,2025-12-31,0,,,ativo
CLI-0479,Salvador,Gamer 700,indicação,184.36,10,2,0,1,2026-06-27,0,,,ativo
CLI-0480,Vitória da Conquista,Empresa 1000,loja,315.5,9,1,0,28,2024-04-06,0,,,ativo
CLI-0481,Salvador,Família 500,loja,143.89,5,2,0,16,2025-04-03,0,,,ativo
CLI-0482,Salvador,Família 500,indicação,159.77,2,3,0,27,2024-04-24,0,,,ativo
CLI-0483,Salvador,Família 500,indicação,148.07,4,0,0,10,2025-09-28,0,,,ativo
CLI-0484,Vitória da Conquista,Casa 300,indicação,117.53,6,2,60,3,2026-04-04,0,,,ativo
CLI-0485,Eunápolis,Família 500,telefone,138.27,5,4,20,48,2022-07-31,0,,,ativo
CLI-0486,Salvador,Família 500,site,145.26,4,4,0,21,2024-10-22,0,,,ativo
CLI-0487,Ilhéus,Gamer 700,indicação,193.68,5,4,0,7,2026-01-02,1,2026-06-23,mudança,cancelado
CLI-0488,Ilhéus,Gamer 700,site,194.23,9,2,0,43,2023-01-15,0,,,ativo
CLI-0489,Vitória da Conquista,Família 500,site,164.79,6,6,0,19,2024-12-29,0,,,ativo
CLI-0490,Eunápolis,Básico 100,loja,78.86,4,1,0,17,2025-03-02,0,,,ativo
CLI-0491,Eunápolis,Básico 100,site,86.37,5,1,20,17,2025-02-16,0,,,ativo
CLI-0492,Ilhéus,Empresa 1000,telefone,277.97,8,4,10,49,2022-07-17,1,2026-07-13,instabilidade,cancelado
CLI-0493,Feira de Santana,Empresa 1000,indicação,276.88,5,1,0,24,2024-08-06,0,,,ativo
CLI-0494,Ilhéus,Empresa 1000,site,300.93,7,1,0,5,2026-03-03,0,,,ativo
CLI-0495,Salvador,Família 500,indicação,140.05,8,1,0,47,2022-09-02,0,,,ativo
CLI-0496,Feira de Santana,Família 500,indicação,157.93,6,3,0,5,2026-02-11,0,,,ativo
CLI-0497,Feira de Santana,Família 500,indicação,149.58,6,2,0,8,2025-11-20,1,2026-07-18,mudança,cancelado
CLI-0498,Eunápolis,Empresa 1000,site,326.55,7,0,0,2,2026-05-28,0,,,ativo
CLI-0499,Vitória da Conquista,Gamer 700,telefone,212.55,5,2,0,3,2026-04-30,0,,,ativo
CLI-0500,Feira de Santana,Casa 300,telefone,117.04,4,1,0,17,2025-03-07,0,,,ativo
CLI-0501,Ilhéus,Família 500,telefone,142.93,5,2,0,26,2024-06-06,0,,,ativo
CLI-0502,Eunápolis,Básico 100,loja,88.14,6,3,0,45,2022-11-12,1,2026-07-24,preço,cancelado
CLI-0503,Ilhéus,Empresa 1000,site,335.68,8,2,0,29,2024-03-07,0,,,ativo
CLI-0504,Ilhéus,Família 500,site,141.05,10,3,0,35,2023-08-25,0,,,ativo
CLI-0505,Salvador,Família 500,telefone,144.44,7,3,0,2,2026-05-19,0,,,ativo
CLI-0506,Eunápolis,Casa 300,site,103.4,4,0,0,46,2022-10-15,0,,,ativo
CLI-0507,Ilhéus,Família 500,indicação,154.24,3,0,0,44,2022-12-16,0,,,ativo
CLI-0508,Ilhéus,Gamer 700,telefone,223.49,7,0,0,9,2025-10-23,0,,,ativo
CLI-0509,Vitória da Conquista,Básico 100,loja,83.36,10,2,0,19,2024-12-18,0,,,ativo
CLI-0510,Feira de Santana,Família 500,site,139.89,6,0,35,33,2023-11-15,0,,,ativo
CLI-0511,Salvador,Gamer 700,telefone,209.13,8,1,0,7,2025-12-15,0,,,ativo
CLI-0512,Salvador,Empresa 1000,loja,334.87,7,3,0,10,2025-09-15,0,,,ativo
CLI-0513,Eunápolis,Casa 300,loja,118.62,9,3,0,36,2023-08-09,0,,,ativo
CLI-0514,Vitória da Conquista,Gamer 700,telefone,217.28,3,3,0,16,2025-03-14,0,,,ativo
CLI-0515,Eunápolis,Família 500,indicação,157.9,9,0,5,27,2024-04-17,0,,,ativo
CLI-0516,Ilhéus,Família 500,indicação,152.9,5,3,0,29,2024-03-13,0,,,ativo
CLI-0517,Eunápolis,Empresa 1000,telefone,333.42,6,2,35,42,2023-01-23,0,,,ativo
CLI-0518,Salvador,Família 500,loja,143.35,9,3,0,35,2023-09-01,0,,,ativo
CLI-0519,Feira de Santana,Casa 300,indicação,122.47,10,3,0,16,2025-03-26,0,,,ativo
CLI-0520,Vitória da Conquista,Família 500,indicação,154.5,9,0,20,35,2023-09-09,0,,,ativo
CLI-0521,Feira de Santana,Básico 100,telefone,87.11,8,1,0,9,2025-10-31,0,,,ativo
CLI-0522,Salvador,Casa 300,telefone,113.15,3,0,20,27,2024-04-28,0,,,ativo
CLI-0523,Eunápolis,Básico 100,telefone,82.16,6,3,60,1,2026-06-25,0,,,ativo
CLI-0524,Feira de Santana,Gamer 700,loja,188.77,5,2,20,12,2025-07-22,1,2026-07-22,instabilidade,cancelado
CLI-0525,Feira de Santana,Empresa 1000,loja,323.38,7,1,10,41,2023-03-08,0,,,ativo
CLI-0526,Feira de Santana,Casa 300,telefone,106.62,7,1,35,7,2025-12-15,0,,,ativo
CLI-0527,Ilhéus,Básico 100,loja,75.75,7,2,0,21,2024-10-28,0,,,ativo
CLI-0528,Vitória da Conquista,Empresa 1000,indicação,294.82,10,3,0,8,2025-11-23,0,,,ativo
CLI-0529,Salvador,Básico 100,site,83.18,10,0,5,20,2024-12-07,0,,,ativo
CLI-0530,Ilhéus,Básico 100,loja,75.21,6,2,0,46,2022-09-26,0,,,ativo
