pagamento_id,cliente_id,data_vencimento,data_pagamento,valor,status
PAG-001735,CLI-0160,2026-05-03,2026-05-09,193.7,pago
PAG-001736,CLI-0160,2026-04-03,2026-04-12,193.7,pago
PAG-001737,CLI-0160,2026-03-04,2026-03-16,193.7,pago
PAG-001738,CLI-0160,2026-02-02,2026-02-03,193.7,pago
PAG-001739,CLI-0160,2026-01-03,2026-01-06,193.7,pago
PAG-001740,CLI-0160,2025-12-04,2025-12-07,193.7,pago
PAG-001741,CLI-0160,2025-11-04,,193.7,pendente
PAG-001742,CLI-0160,2025-10-05,2025-10-13,193.7,pago
PAG-001743,CLI-0160,2025-09-05,2025-09-15,193.7,pago
PAG-001744,CLI-0161,2026-08-01,2026-08-18,196.21,pago
PAG-001745,CLI-0161,2026-07-02,2026-07-11,196.21,pago
PAG-001746,CLI-0161,2026-06-02,2026-06-17,196.21,pago
PAG-001747,CLI-0161,2026-05-03,2026-05-02,196.21,pago
PAG-001748,CLI-0161,2026-04-03,2026-04-06,196.21,pago
PAG-001749,CLI-0161,2026-03-04,2026-03-06,196.21,pago
PAG-001750,CLI-0161,2026-02-02,2026-02-07,196.21,pago
PAG-001751,CLI-0161,2026-01-03,2026-01-16,196.21,pago
PAG-001752,CLI-0161,2025-12-04,2025-12-22,196.21,pago
PAG-001753,CLI-0161,2025-11-04,2025-11-19,196.21,pago
PAG-001754,CLI-0161,2025-10-05,2025-10-15,196.21,pago
PAG-001755,CLI-0161,2025-09-05,2025-09-04,196.21,pago
PAG-001756,CLI-0162,2026-08-01,2026-07-31,86.52,pago
PAG-001757,CLI-0162,2026-07-02,2026-07-17,86.52,pago
PAG-001758,CLI-0162,2026-06-02,2026-06-14,86.52,pago
PAG-001759,CLI-0162,2026-05-03,2026-05-03,86.52,pago
PAG-001760,CLI-0162,2026-04-03,,86.52,pendente
PAG-001761,CLI-0162,2026-03-04,2026-03-01,86.52,pago
PAG-001762,CLI-0162,2026-02-02,2026-01-31,86.52,pago
PAG-001763,CLI-0162,2026-01-03,2026-01-16,86.52,pago
PAG-001764,CLI-0162,2025-12-04,2025-12-13,86.52,pago
PAG-001765,CLI-0162,2025-11-04,2025-11-09,86.52,pago
PAG-001766,CLI-0162,2025-10-05,2025-10-17,86.52,pago
PAG-001767,CLI-0162,2025-09-05,2025-09-21,86.52,pago
PAG-001768,CLI-0163,2026-08-01,2026-07-31,223.87,pago
PAG-001769,CLI-0163,2026-07-02,2026-07-14,223.87,pago
PAG-001770,CLI-0163,2026-06-02,2026-06-02,223.87,pago
PAG-001771,CLI-0163,2026-05-03,2026-05-09,223.87,pago
PAG-001772,CLI-0163,2026-04-03,2026-04-04,223.87,pago
PAG-001773,CLI-0163,2026-03-04,2026-03-19,223.87,pago
PAG-001774,CLI-0163,2026-02-02,2026-02-15,223.87,pago
PAG-001775,CLI-0163,2026-01-03,,223.87,pendente
PAG-001776,CLI-0163,2025-12-04,2025-12-03,223.87,pago
PAG-001777,CLI-0163,2025-11-04,2025-11-22,223.87,pago
PAG-001778,CLI-0163,2025-10-05,2025-10-16,223.87,pago
PAG-001779,CLI-0163,2025-09-05,2025-09-16,223.87,pago
PAG-001780,CLI-0164,2026-08-01,2026-08-06,77.4,pago
PAG-001781,CLI-0164,2026-07-02,2026-07-20,77.4,pago
PAG-001782,CLI-0164,2026-06-02,2026-06-03,77.4,pago
PAG-001783,CLI-0164,2026-05-03,2026-05-20,77.4,pago
PAG-001784,CLI-0164,2026-04-03,2026-04-02,77.4,pago
PAG-001785,CLI-0164,2026-03-04,2026-03-11,77.4,pago
PAG-001786,CLI-0164,2026-02-02,2026-02-17,77.4,pago
PAG-001787,CLI-0164,2026-01-03,2026-01-19,77.4,pago
PAG-001788,CLI-0164,2025-12-04,2025-12-11,77.4,pago
PAG-001789,CLI-0164,2025-11-04,2025-11-13,77.4,pago
PAG-001790,CLI-0164,2025-10-05,2025-10-19,77.4,pago
PAG-001791,CLI-0164,2025-09-05,2025-09-15,77.4,pago
PAG-001792,CLI-0165,2026-08-01,2026-07-30,107.5,pago
PAG-001793,CLI-0165,2026-07-02,2026-07-08,107.5,pago
PAG-001794,CLI-0165,2026-06-02,2026-06-02,107.5,pago
PAG-001795,CLI-0165,2026-05-03,2026-05-18,107.5,pago
PAG-001796,CLI-0165,2026-04-03,2026-04-06,107.5,pago
PAG-001797,CLI-0165,2026-03-04,2026-03-13,107.5,pago
PAG-001798,CLI-0165,2026-02-02,,107.5,pendente
PAG-001799,CLI-0165,2026-01-03,2026-01-04,107.5,pago
PAG-001800,CLI-0165,2025-12-04,2025-12-07,107.5,pago
PAG-001801,CLI-0165,2025-11-04,2025-11-08,107.5,pago
PAG-001802,CLI-0165,2025-10-05,2025-10-03,107.5,pago
PAG-001803,CLI-0165,2025-09-05,2025-09-07,107.5,pago
PAG-001804,CLI-0166,2026-08-01,,223.53,pendente
PAG-001805,CLI-0166,2026-07-02,2026-07-17,223.53,pago
PAG-001806,CLI-0166,2026-06-02,2026-06-03,223.53,pago
PAG-001807,CLI-0166,2026-05-03,2026-05-13,223.53,pago
PAG-001808,CLI-0166,2026-04-03,2026-04-05,223.53,pago
PAG-001809,CLI-0166,2026-03-04,2026-03-04,223.53,pago
PAG-001810,CLI-0166,2026-02-02,2026-02-14,223.53,pago
PAG-001811,CLI-0166,2026-01-03,2026-01-01,223.53,pago
PAG-001812,CLI-0166,2025-12-04,2025-12-17,223.53,pago
PAG-001813,CLI-0166,2025-11-04,2025-11-19,223.53,pago
PAG-001814,CLI-0166,2025-10-05,2025-10-06,223.53,pago
PAG-001815,CLI-0166,2025-09-05,2025-09-14,223.53,pago
PAG-001816,CLI-0167,2026-08-01,2026-08-16,109.83,pago
PAG-001817,CLI-0167,2026-07-02,2026-07-02,109.83,pago
PAG-001818,CLI-0167,2026-06-02,2026-06-04,109.83,pago
PAG-001819,CLI-0168,2026-08-01,2026-08-06,206.75,pago
PAG-001820,CLI-0168,2026-07-02,2026-06-30,206.75,pago
PAG-001821,CLI-0168,2026-06-02,2026-06-02,206.75,pago
PAG-001822,CLI-0168,2026-05-03,2026-05-11,206.75,pago
PAG-001823,CLI-0168,2026-04-03,2026-04-05,206.75,pago
PAG-001824,CLI-0168,2026-03-04,2026-03-22,206.75,pago
PAG-001825,CLI-0168,2026-02-02,,206.75,pendente
PAG-001826,CLI-0168,2026-01-03,2026-01-16,206.75,pago
PAG-001827,CLI-0168,2025-12-04,2025-12-10,206.75,pago
PAG-001828,CLI-0168,2025-11-04,2025-11-15,206.75,pago
PAG-001829,CLI-0168,2025-10-05,2025-10-17,206.75,pago
PAG-001830,CLI-0168,2025-09-05,2025-09-18,206.75,pago
PAG-001831,CLI-0169,2026-08-01,2026-08-04,158.53,pago
PAG-001832,CLI-0169,2026-07-02,2026-07-07,158.53,pago
PAG-001833,CLI-0169,2026-06-02,2026-06-19,158.53,pago
PAG-001834,CLI-0169,2026-05-03,2026-05-11,158.53,pago
PAG-001835,CLI-0169,2026-04-03,2026-04-20,158.53,pago
PAG-001836,CLI-0169,2026-03-04,2026-03-20,158.53,pago
PAG-001837,CLI-0169,2026-02-02,2026-02-03,158.53,pago
PAG-001838,CLI-0169,2026-01-03,2026-01-13,158.53,pago
PAG-001839,CLI-0169,2025-12-04,2025-12-20,158.53,pago
PAG-001840,CLI-0169,2025-11-04,2025-11-09,158.53,pago
PAG-001841,CLI-0169,2025-10-05,2025-10-05,158.53,pago
PAG-001842,CLI-0169,2025-09-05,2025-09-15,158.53,pago
PAG-001843,CLI-0170,2026-08-01,2026-07-29,88.04,pago
PAG-001844,CLI-0170,2026-07-02,2026-07-03,88.04,pago
PAG-001845,CLI-0170,2026-06-02,2026-06-03,88.04,pago
PAG-001846,CLI-0170,2026-05-03,2026-05-08,88.04,pago
PAG-001847,CLI-0170,2026-04-03,,88.04,pendente
PAG-001848,CLI-0170,2026-03-04,2026-03-12,88.04,pago
PAG-001849,CLI-0170,2026-02-02,2026-02-06,88.04,pago
PAG-001850,CLI-0170,2026-01-03,2026-01-13,88.04,pago
PAG-001851,CLI-0170,2025-12-04,2025-12-06,88.04,pago
PAG-001852,CLI-0170,2025-11-04,2025-11-12,88.04,pago
PAG-001853,CLI-0170,2025-10-05,2025-10-18,88.04,pago
PAG-001854,CLI-0170,2025-09-05,2025-09-15,88.04,pago
PAG-001855,CLI-0171,2026-08-01,2026-08-19,332.74,pago
PAG-001856,CLI-0171,2026-07-02,2026-07-02,332.74,pago
PAG-001857,CLI-0171,2026-06-02,2026-06-18,332.74,pago
PAG-001858,CLI-0171,2026-05-03,2026-04-30,332.74,pago
PAG-001859,CLI-0171,2026-04-03,2026-04-17,332.74,pago
PAG-001860,CLI-0171,2026-03-04,2026-03-08,332.74,pago
PAG-001861,CLI-0171,2026-02-02,2026-02-20,332.74,pago
PAG-001862,CLI-0171,2026-01-03,2026-01-16,332.74,pago
PAG-001863,CLI-0171,2025-12-04,2025-12-02,332.74,pago
PAG-001864,CLI-0171,2025-11-04,2025-11-06,332.74,pago
PAG-001865,CLI-0171,2025-10-05,2025-10-18,332.74,pago
PAG-001866,CLI-0171,2025-09-05,2025-09-07,332.74,pago
PAG-001867,CLI-0172,2026-08-01,2026-07-29,88.73,pago
PAG-001868,CLI-0172,2026-07-02,2026-07-04,88.73,pago
PAG-001869,CLI-0172,2026-06-02,2026-05-30,88.73,pago
PAG-001870,CLI-0172,2026-05-03,2026-05-15,88.73,pago
PAG-001871,CLI-0172,2026-04-03,2026-04-16,88.73,pago
PAG-001872,CLI-0172,2026-03-04,2026-03-05,88.73,pago
PAG-001873,CLI-0172,2026-02-02,2026-02-14,88.73,pago
PAG-001874,CLI-0172,2026-01-03,,88.73,pendente
PAG-001875,CLI-0172,2025-12-04,2025-12-09,88.73,pago
PAG-001876,CLI-0172,2025-11-04,2025-11-13,88.73,pago
PAG-001877,CLI-0172,2025-10-05,2025-10-13,88.73,pago
PAG-001878,CLI-0172,2025-09-05,2025-09-07,88.73,pago
PAG-001879,CLI-0173,2026-08-01,2026-07-29,315.27,pago
PAG-001880,CLI-0173,2026-07-02,2026-07-10,315.27,pago
PAG-001881,CLI-0173,2026-06-02,2026-06-20,315.27,pago
PAG-001882,CLI-0173,2026-05-03,2026-05-21,315.27,pago
PAG-001883,CLI-0173,2026-04-03,2026-04-13,315.27,pago
PAG-001884,CLI-0173,2026-03-04,2026-03-01,315.27,pago
PAG-001885,CLI-0173,2026-02-02,2026-02-08,315.27,pago
PAG-001886,CLI-0173,2026-01-03,2026-01-02,315.27,pago
PAG-001887,CLI-0173,2025-12-04,2025-12-08,315.27,pago
PAG-001888,CLI-0173,2025-11-04,2025-11-17,315.27,pago
PAG-001889,CLI-0173,2025-10-05,2025-10-10,315.27,pago
PAG-001890,CLI-0173,2025-09-05,2025-09-10,315.27,pago
PAG-001891,CLI-0174,2026-08-01,2026-08-09,111.52,pago
PAG-001892,CLI-0174,2026-07-02,2026-07-06,111.52,pago
PAG-001893,CLI-0174,2026-06-02,2026-05-31,111.52,pago
PAG-001894,CLI-0174,2026-05-03,2026-04-30,111.52,pago
PAG-001895,CLI-0174,2026-04-03,,111.52,pendente
PAG-001896,CLI-0174,2026-03-04,2026-03-07,111.52,pago
PAG-001897,CLI-0174,2026-02-02,2026-02-07,111.52,pago
PAG-001898,CLI-0174,2026-01-03,2026-01-03,111.52,pago
PAG-001899,CLI-0174,2025-12-04,2025-12-09,111.52,pago
PAG-001900,CLI-0174,2025-11-04,2025-11-12,111.52,pago
PAG-001901,CLI-0174,2025-10-05,2025-10-05,111.52,pago
PAG-001902,CLI-0174,2025-09-05,2025-09-02,111.52,pago
PAG-001903,CLI-0175,2026-08-01,2026-08-01,320.37,pago
PAG-001904,CLI-0175,2026-07-02,2026-07-16,320.37,pago
PAG-001905,CLI-0175,2026-06-02,2026-06-08,320.37,pago
PAG-001906,CLI-0175,2026-05-03,2026-05-06,320.37,pago
PAG-001907,CLI-0175,2026-04-03,2026-04-04,320.37,pago
PAG-001908,CLI-0175,2026-03-04,2026-03-07,320.37,pago
PAG-001909,CLI-0175,2026-02-02,2026-02-07,320.37,pago
PAG-001910,CLI-0175,2026-01-03,2026-01-17,320.37,pago
PAG-001911,CLI-0175,2025-12-04,2025-12-12,320.37,pago
PAG-001912,CLI-0176,2026-08-01,2026-08-10,186.61,pago
PAG-001913,CLI-0176,2026-07-02,2026-07-11,186.61,pago
PAG-001914,CLI-0176,2026-06-02,2026-06-07,186.61,pago
PAG-001915,CLI-0176,2026-05-03,2026-04-30,186.61,pago
PAG-001916,CLI-0176,2026-04-03,2026-04-06,186.61,pago
PAG-001917,CLI-0176,2026-03-04,2026-03-01,186.61,pago
PAG-001918,CLI-0176,2026-02-02,2026-02-15,186.61,pago
PAG-001919,CLI-0176,2026-01-03,2026-01-16,186.61,pago
PAG-001920,CLI-0176,2025-12-04,2025-12-08,186.61,pago
PAG-001921,CLI-0176,2025-11-04,2025-11-09,186.61,pago
PAG-001922,CLI-0176,2025-10-05,2025-10-07,186.61,pago
PAG-001923,CLI-0176,2025-09-05,2025-09-19,186.61,pago
PAG-001924,CLI-0177,2026-08-01,2026-08-06,121.81,pago
PAG-001925,CLI-0177,2026-07-02,2026-06-29,121.81,pago
PAG-001926,CLI-0177,2026-06-02,2026-06-17,121.81,pago
PAG-001927,CLI-0177,2026-05-03,,121.81,pendente
PAG-001928,CLI-0177,2026-04-03,2026-04-12,121.81,pago
PAG-001929,CLI-0177,2026-03-04,2026-03-09,121.81,pago
PAG-001930,CLI-0177,2026-02-02,2026-02-19,121.81,pago
PAG-001931,CLI-0177,2026-01-03,2026-01-06,121.81,pago
PAG-001932,CLI-0177,2025-12-04,2025-12-08,121.81,pago
PAG-001933,CLI-0177,2025-11-04,2025-11-07,121.81,pago
PAG-001934,CLI-0177,2025-10-05,2025-10-14,121.81,pago
PAG-001935,CLI-0177,2025-09-05,2025-09-09,121.81,pago
PAG-001936,CLI-0178,2026-08-01,2026-07-29,187.65,pago
PAG-001937,CLI-0178,2026-07-02,2026-06-29,187.65,pago
PAG-001938,CLI-0178,2026-06-02,2026-06-02,187.65,pago
PAG-001939,CLI-0178,2026-05-03,2026-05-10,187.65,pago
PAG-001940,CLI-0178,2026-04-03,2026-04-02,187.65,pago
PAG-001941,CLI-0178,2026-03-04,2026-03-16,187.65,pago
PAG-001942,CLI-0178,2026-02-02,2026-02-13,187.65,pago
PAG-001943,CLI-0178,2026-01-03,2026-01-09,187.65,pago
PAG-001944,CLI-0178,2025-12-04,2025-12-05,187.65,pago
PAG-001945,CLI-0178,2025-11-04,2025-11-18,187.65,pago
PAG-001946,CLI-0178,2025-10-05,2025-10-22,187.65,pago
PAG-001947,CLI-0178,2025-09-05,2025-09-02,187.65,pago
PAG-001948,CLI-0179,2026-08-01,2026-07-31,75.15,pago
PAG-001949,CLI-0179,2026-07-02,2026-07-18,75.15,pago
PAG-001950,CLI-0179,2026-06-02,2026-06-12,75.15,pago
PAG-001951,CLI-0179,2026-05-03,2026-05-19,75.15,pago
PAG-001952,CLI-0179,2026-04-03,2026-04-13,75.15,pago
PAG-001953,CLI-0179,2026-03-04,2026-03-22,75.15,pago
PAG-001954,CLI-0179,2026-02-02,2026-02-18,75.15,pago
PAG-001955,CLI-0179,2026-01-03,2026-01-11,75.15,pago
PAG-001956,CLI-0180,2026-08-01,2026-07-31,88.42,pago
PAG-001957,CLI-0180,2026-07-02,2026-07-03,88.42,pago
PAG-001958,CLI-0180,2026-06-02,2026-06-11,88.42,pago
PAG-001959,CLI-0180,2026-05-03,2026-05-15,88.42,pago
PAG-001960,CLI-0180,2026-04-03,2026-04-13,88.42,pago
PAG-001961,CLI-0180,2026-03-04,2026-03-21,88.42,pago
PAG-001962,CLI-0180,2026-02-02,2026-02-19,88.42,pago
PAG-001963,CLI-0180,2026-01-03,2026-01-12,88.42,pago
PAG-001964,CLI-0180,2025-12-04,2025-12-16,88.42,pago
PAG-001965,CLI-0180,2025-11-04,2025-11-16,88.42,pago
PAG-001966,CLI-0180,2025-10-05,2025-10-09,88.42,pago
PAG-001967,CLI-0180,2025-09-05,2025-09-20,88.42,pago
PAG-001968,CLI-0181,2026-08-01,2026-08-07,212.02,pago
PAG-001969,CLI-0181,2026-07-02,2026-07-09,212.02,pago
PAG-001970,CLI-0181,2026-06-02,2026-06-19,212.02,pago
PAG-001971,CLI-0181,2026-05-03,2026-05-09,212.02,pago
PAG-001972,CLI-0181,2026-04-03,,212.02,pendente
PAG-001973,CLI-0181,2026-03-04,,212.02,pendente
PAG-001974,CLI-0181,2026-02-02,2026-02-18,212.02,pago
PAG-001975,CLI-0181,2026-01-03,2026-01-16,212.02,pago
PAG-001976,CLI-0181,2025-12-04,,212.02,pendente
PAG-001977,CLI-0181,2025-11-04,2025-11-14,212.02,pago
PAG-001978,CLI-0181,2025-10-05,2025-10-16,212.02,pago
PAG-001979,CLI-0181,2025-09-05,2025-09-10,212.02,pago
PAG-001980,CLI-0182,2026-08-01,2026-08-08,301.32,pago
PAG-001981,CLI-0182,2026-07-02,2026-07-11,301.32,pago
PAG-001982,CLI-0182,2026-06-02,2026-06-04,301.32,pago
PAG-001983,CLI-0182,2026-05-03,2026-05-11,301.32,pago
PAG-001984,CLI-0182,2026-04-03,2026-04-06,301.32,pago
PAG-001985,CLI-0182,2026-03-04,2026-03-04,301.32,pago
PAG-001986,CLI-0182,2026-02-02,2026-02-18,301.32,pago
PAG-001987,CLI-0182,2026-01-03,2026-01-10,301.32,pago
PAG-001988,CLI-0182,2025-12-04,,301.32,pendente
PAG-001989,CLI-0182,2025-11-04,2025-11-18,301.32,pago
PAG-001990,CLI-0182,2025-10-05,2025-10-08,301.32,pago
PAG-001991,CLI-0182,2025-09-05,2025-09-11,301.32,pago
PAG-001992,CLI-0183,2026-08-01,2026-08-19,106.39,pago
PAG-001993,CLI-0183,2026-07-02,2026-07-12,106.39,pago
PAG-001994,CLI-0183,2026-06-02,2026-06-15,106.39,pago
PAG-001995,CLI-0183,2026-05-03,2026-05-04,106.39,pago
PAG-001996,CLI-0183,2026-04-03,,106.39,pendente
PAG-001997,CLI-0183,2026-03-04,2026-03-16,106.39,pago
PAG-001998,CLI-0183,2026-02-02,2026-01-31,106.39,pago
PAG-001999,CLI-0183,2026-01-03,2026-01-04,106.39,pago
PAG-002000,CLI-0183,2025-12-04,2025-12-03,106.39,pago
PAG-002001,CLI-0183,2025-11-04,2025-11-03,106.39,pago
PAG-002002,CLI-0183,2025-10-05,2025-10-09,106.39,pago
PAG-002003,CLI-0183,2025-09-05,2025-09-23,106.39,pago
PAG-002004,CLI-0184,2026-08-01,2026-08-06,110.94,pago
PAG-002005,CLI-0184,2026-07-02,2026-07-07,110.94,pago
PAG-002006,CLI-0184,2026-06-02,2026-06-13,110.94,pago
PAG-002007,CLI-0184,2026-05-03,2026-05-04,110.94,pago
PAG-002008,CLI-0184,2026-04-03,2026-04-18,110.94,pago
PAG-002009,CLI-0184,2026-03-04,2026-03-12,110.94,pago
PAG-002010,CLI-0184,2026-02-02,2026-02-11,110.94,pago
PAG-002011,CLI-0184,2026-01-03,2026-01-19,110.94,pago
PAG-002012,CLI-0184,2025-12-04,2025-12-05,110.94,pago
PAG-002013,CLI-0184,2025-11-04,2025-11-17,110.94,pago
PAG-002014,CLI-0184,2025-10-05,2025-10-12,110.94,pago
PAG-002015,CLI-0185,2026-08-01,2026-08-15,145.79,pago
PAG-002016,CLI-0185,2026-07-02,2026-07-13,145.79,pago
PAG-002017,CLI-0185,2026-06-02,2026-06-04,145.79,pago
PAG-002018,CLI-0185,2026-05-03,2026-05-12,145.79,pago
PAG-002019,CLI-0185,2026-04-03,2026-04-06,145.79,pago
PAG-002020,CLI-0185,2026-03-04,2026-03-03,145.79,pago
PAG-002021,CLI-0186,2026-08-01,2026-07-31,144.28,pago
PAG-002022,CLI-0186,2026-07-02,2026-07-13,144.28,pago
PAG-002023,CLI-0186,2026-06-02,2026-06-15,144.28,pago
PAG-002024,CLI-0186,2026-05-03,2026-05-08,144.28,pago
PAG-002025,CLI-0186,2026-04-03,2026-04-01,144.28,pago
PAG-002026,CLI-0186,2026-03-04,2026-03-14,144.28,pago
PAG-002027,CLI-0186,2026-02-02,2026-02-08,144.28,pago
PAG-002028,CLI-0186,2026-01-03,2026-01-11,144.28,pago
PAG-002029,CLI-0186,2025-12-04,2025-12-16,144.28,pago
PAG-002030,CLI-0186,2025-11-04,2025-11-06,144.28,pago
PAG-002031,CLI-0186,2025-10-05,2025-10-15,144.28,pago
PAG-002032,CLI-0186,2025-09-05,2025-09-20,144.28,pago
PAG-002033,CLI-0187,2026-08-01,2026-08-07,187.02,pago
PAG-002034,CLI-0188,2026-08-01,2026-08-01,157.36,pago
PAG-002035,CLI-0188,2026-07-02,2026-06-29,157.36,pago
PAG-002036,CLI-0188,2026-06-02,2026-06-12,157.36,pago
PAG-002037,CLI-0188,2026-05-03,2026-05-19,157.36,pago
PAG-002038,CLI-0188,2026-04-03,2026-04-03,157.36,pago
PAG-002039,CLI-0188,2026-03-04,2026-03-17,157.36,pago
PAG-002040,CLI-0188,2026-02-02,2026-01-31,157.36,pago
PAG-002041,CLI-0188,2026-01-03,2026-01-13,157.36,pago
PAG-002042,CLI-0188,2025-12-04,2025-12-15,157.36,pago
PAG-002043,CLI-0188,2025-11-04,2025-11-04,157.36,pago
PAG-002044,CLI-0188,2025-10-05,2025-10-17,157.36,pago
PAG-002045,CLI-0188,2025-09-05,2025-09-13,157.36,pago
PAG-002046,CLI-0189,2026-08-01,2026-08-14,221.47,pago
PAG-002047,CLI-0189,2026-07-02,2026-07-18,221.47,pago
PAG-002048,CLI-0189,2026-06-02,2026-06-04,221.47,pago
PAG-002049,CLI-0189,2026-05-03,2026-05-13,221.47,pago
PAG-002050,CLI-0189,2026-04-03,2026-04-12,221.47,pago
PAG-002051,CLI-0189,2026-03-04,2026-03-21,221.47,pago
PAG-002052,CLI-0189,2026-02-02,2026-01-31,221.47,pago
PAG-002053,CLI-0189,2026-01-03,2026-01-18,221.47,pago
PAG-002054,CLI-0189,2025-12-04,2025-12-21,221.47,pago
PAG-002055,CLI-0189,2025-11-04,2025-11-06,221.47,pago
PAG-002056,CLI-0189,2025-10-05,2025-10-12,221.47,pago
PAG-002057,CLI-0189,2025-09-05,2025-09-15,221.47,pago
PAG-002058,CLI-0190,2026-08-01,2026-08-04,114.99,pago
PAG-002059,CLI-0190,2026-07-02,2026-06-29,114.99,pago
PAG-002060,CLI-0190,2026-06-02,2026-06-19,114.99,pago
PAG-002061,CLI-0190,2026-05-03,2026-05-04,114.99,pago
PAG-002062,CLI-0190,2026-04-03,,114.99,pendente
PAG-002063,CLI-0190,2026-03-04,2026-03-03,114.99,pago
PAG-002064,CLI-0190,2026-02-02,2026-01-30,114.99,pago
PAG-002065,CLI-0191,2026-08-01,2026-08-09,106.38,pago
PAG-002066,CLI-0191,2026-07-02,2026-07-05,106.38,pago
PAG-002067,CLI-0191,2026-06-02,2026-06-14,106.38,pago
PAG-002068,CLI-0191,2026-05-03,2026-05-13,106.38,pago
PAG-002069,CLI-0191,2026-04-03,2026-04-20,106.38,pago
PAG-002070,CLI-0191,2026-03-04,2026-03-22,106.38,pago
PAG-002071,CLI-0191,2026-02-02,2026-02-09,106.38,pago
PAG-002072,CLI-0191,2026-01-03,2026-01-14,106.38,pago
PAG-002073,CLI-0191,2025-12-04,2025-12-06,106.38,pago
PAG-002074,CLI-0191,2025-11-04,2025-11-06,106.38,pago
PAG-002075,CLI-0191,2025-10-05,2025-10-22,106.38,pago
PAG-002076,CLI-0191,2025-09-05,2025-09-03,106.38,pago
PAG-002077,CLI-0192,2026-08-01,2026-08-06,89.41,pago
PAG-002078,CLI-0192,2026-07-02,2026-07-05,89.41,pago
PAG-002079,CLI-0192,2026-06-02,2026-06-10,89.41,pago
PAG-002080,CLI-0192,2026-05-03,2026-05-20,89.41,pago
PAG-002081,CLI-0192,2026-04-03,2026-04-15,89.41,pago
PAG-002082,CLI-0192,2026-03-04,2026-03-13,89.41,pago
PAG-002083,CLI-0192,2026-02-02,2026-02-07,89.41,pago
PAG-002084,CLI-0192,2026-01-03,2026-01-21,89.41,pago
PAG-002085,CLI-0192,2025-12-04,2025-12-09,89.41,pago
PAG-002086,CLI-0192,2025-11-04,2025-11-04,89.41,pago
PAG-002087,CLI-0192,2025-10-05,2025-10-20,89.41,pago
PAG-002088,CLI-0192,2025-09-05,2025-09-08,89.41,pago
PAG-002089,CLI-0193,2026-08-01,2026-08-09,207.75,pago
PAG-002090,CLI-0193,2026-07-02,2026-07-09,207.75,pago
PAG-002091,CLI-0193,2026-06-02,2026-06-09,207.75,pago
PAG-002092,CLI-0193,2026-05-03,2026-05-10,207.75,pago
PAG-002093,CLI-0193,2026-04-03,2026-04-18,207.75,pago
PAG-002094,CLI-0193,2026-03-04,2026-03-08,207.75,pago
PAG-002095,CLI-0193,2026-02-02,2026-02-11,207.75,pago
PAG-002096,CLI-0193,2026-01-03,2026-01-06,207.75,pago
PAG-002097,CLI-0193,2025-12-04,2025-12-04,207.75,pago
PAG-002098,CLI-0193,2025-11-04,2025-11-20,207.75,pago
PAG-002099,CLI-0193,2025-10-05,2025-10-23,207.75,pago
PAG-002100,CLI-0193,2025-09-05,2025-09-22,207.75,pago
PAG-002101,CLI-0194,2026-08-01,,216.43,pendente
PAG-002102,CLI-0194,2026-07-02,2026-07-12,216.43,pago
PAG-002103,CLI-0194,2026-06-02,2026-06-07,216.43,pago
PAG-002104,CLI-0194,2026-05-03,2026-05-11,216.43,pago
PAG-002105,CLI-0194,2026-04-03,2026-04-17,216.43,pago
PAG-002106,CLI-0194,2026-03-04,2026-03-16,216.43,pago
PAG-002107,CLI-0194,2026-02-02,2026-02-11,216.43,pago
PAG-002108,CLI-0194,2026-01-03,2026-01-14,216.43,pago
PAG-002109,CLI-0194,2025-12-04,2025-12-21,216.43,pago
PAG-002110,CLI-0194,2025-11-04,2025-11-04,216.43,pago
PAG-002111,CLI-0194,2025-10-05,2025-10-21,216.43,pago
PAG-002112,CLI-0194,2025-09-05,2025-09-09,216.43,pago
PAG-002113,CLI-0195,2026-08-01,2026-08-11,89.38,pago
PAG-002114,CLI-0196,2026-08-01,2026-08-12,207.01,pago
PAG-002115,CLI-0196,2026-07-02,2026-07-05,207.01,pago
PAG-002116,CLI-0196,2026-06-02,2026-06-09,207.01,pago
PAG-002117,CLI-0196,2026-05-03,2026-05-18,207.01,pago
PAG-002118,CLI-0196,2026-04-03,2026-04-16,207.01,pago
PAG-002119,CLI-0196,2026-03-04,2026-03-10,207.01,pago
PAG-002120,CLI-0196,2026-02-02,2026-02-19,207.01,pago
PAG-002121,CLI-0196,2026-01-03,2026-01-16,207.01,pago
PAG-002122,CLI-0196,2025-12-04,2025-12-05,207.01,pago
PAG-002123,CLI-0196,2025-11-04,2025-11-12,207.01,pago
PAG-002124,CLI-0196,2025-10-05,2025-10-16,207.01,pago
PAG-002125,CLI-0196,2025-09-05,2025-09-18,207.01,pago
PAG-002126,CLI-0197,2026-08-01,2026-08-17,107.21,pago
PAG-002127,CLI-0197,2026-07-02,2026-07-18,107.21,pago
PAG-002128,CLI-0197,2026-06-02,2026-06-12,107.21,pago
PAG-002129,CLI-0197,2026-05-03,,107.21,pendente
PAG-002130,CLI-0197,2026-04-03,,107.21,pendente
PAG-002131,CLI-0197,2026-03-04,2026-03-04,107.21,pago
PAG-002132,CLI-0197,2026-02-02,2026-01-31,107.21,pago
PAG-002133,CLI-0197,2026-01-03,2026-01-18,107.21,pago
PAG-002134,CLI-0197,2025-12-04,2025-12-03,107.21,pago
PAG-002135,CLI-0197,2025-11-04,2025-11-09,107.21,pago
