contrato_id,data_concessao,idade,renda_mensal,divida_atual,atrasos_12m,tempo_emprego_meses,valor_solicitado,taxa_juros_mensal,prazo_meses,default_90d
CRD-00323,2024-11-19,19,4815.86,5307.12,5,80,43842.17,3.39,24,0
CRD-00324,2025-02-28,63,1779.11,1127.24,0,36,36172.41,2.96,6,0
CRD-00325,2025-06-13,75,6709.12,10724.97,2,77,14312.37,3.33,24,1
CRD-00326,2026-03-31,21,17322.45,15968.79,0,66,30011.89,3.09,12,0
CRD-00327,2023-12-10,28,11080.0,1475.9,1,212,21926.97,1.84,12,0
CRD-00328,2023-08-17,52,13692.75,17132.7,0,159,9916.04,3.13,12,0
CRD-00329,2024-09-06,40,10314.41,9000.55,2,155,40315.32,3.7,6,0
CRD-00330,2024-07-19,70,7775.94,9129.76,1,18,33911.99,4.18,24,0
CRD-00331,2026-04-11,34,12303.07,6206.52,0,65,34721.52,1.74,6,1
CRD-00332,2025-02-08,41,17477.68,5475.87,3,225,39645.49,4.34,18,0
CRD-00333,2024-12-10,25,5643.72,8072.77,2,129,26786.17,4.45,48,0
CRD-00334,2025-05-17,66,6400.94,4798.86,0,239,28030.1,4.42,48,0
CRD-00335,2024-09-26,47,17220.72,24982.64,2,233,23055.08,1.22,24,0
CRD-00336,2023-03-29,24,16345.13,1639.43,1,62,12727.36,4.84,24,0
CRD-00337,2023-06-29,35,3022.55,3260.17,0,125,26763.32,1.66,18,0
CRD-00338,2024-02-17,66,9391.76,12741.79,0,74,29423.79,4.26,36,0
CRD-00339,2023-04-17,74,13923.76,11268.82,3,87,41482.84,5.32,24,0
CRD-00340,2025-01-17,61,10049.74,8417.06,0,191,21489.84,4.15,24,0
CRD-00341,2026-03-04,65,2743.78,1929.21,1,150,40203.7,5.41,12,0
CRD-00342,2025-04-26,22,7840.96,5342.55,0,146,39811.29,2.48,12,0
CRD-00343,2023-06-02,41,4837.03,2747.64,5,48,6621.09,5.09,24,0
CRD-00344,2026-03-08,65,11476.06,1772.28,0,38,29142.77,2.99,18,0
CRD-00345,2025-09-13,70,10663.51,13091.67,3,149,22284.92,2.44,36,0
CRD-00346,2023-04-30,49,11816.05,18729.9,2,22,26067.09,5.19,48,0
CRD-00347,2024-12-12,64,2245.77,2578.96,0,225,37520.39,1.91,6,0
CRD-00348,2026-04-15,67,8404.47,2154.72,0,31,6729.12,2.34,6,0
CRD-00349,2025-10-25,33,3235.9,2120.17,5,193,27582.49,3.61,24,0
CRD-00350,2025-03-06,68,17936.84,19012.29,3,93,30297.18,2.1,12,1
CRD-00351,2024-12-23,41,4284.69,294.4,0,107,21593.89,3.92,24,0
CRD-00352,2024-09-02,71,11697.67,5830.86,2,134,14474.95,1.39,48,0
CRD-00353,2024-09-23,29,1986.56,2732.46,0,53,1616.2,4.41,48,0
CRD-00354,2024-04-14,71,8778.52,12207.0,5,53,33868.21,2.53,24,0
CRD-00355,2026-01-11,71,2742.34,2503.82,1,39,1368.71,2.17,24,1
CRD-00356,2023-10-12,53,15625.33,17071.12,2,85,23146.45,5.43,18,0
CRD-00357,2023-12-02,23,4717.85,4985.02,1,17,32189.56,1.51,24,0
CRD-00358,2025-03-16,59,9441.48,9295.04,2,54,28979.62,2.97,48,0
CRD-00359,2024-10-30,35,16979.31,8842.21,0,19,29531.95,1.8,18,0
CRD-00360,2024-07-23,19,1568.84,567.34,1,157,2976.78,1.86,12,0
CRD-00361,2024-02-16,34,9543.43,3712.36,1,51,30250.22,1.57,48,0
CRD-00362,2023-07-20,39,7092.97,9649.33,0,177,15386.99,3.09,6,0
CRD-00363,2026-02-11,68,14900.64,19876.21,2,14,17116.59,3.31,6,1
CRD-00364,2024-08-21,56,3488.31,4814.19,0,39,13354.51,4.86,6,0
CRD-00365,2023-12-13,63,9708.26,2892.66,2,130,11317.78,3.31,6,0
CRD-00366,2024-05-18,23,6844.9,3276.19,0,128,19083.59,3.63,24,0
CRD-00367,2023-10-02,69,15628.17,11451.05,3,36,23259.96,5.48,24,0
CRD-00368,2023-02-18,26,3201.45,2976.13,0,69,32112.81,3.58,36,0
CRD-00369,2024-06-08,38,6461.69,8894.97,1,76,9185.27,4.85,24,0
CRD-00370,2026-01-15,45,9372.28,12217.9,0,102,4195.63,4.98,18,0
CRD-00371,2026-04-08,62,11780.54,889.51,2,226,41270.92,4.21,18,0
CRD-00372,2026-03-01,65,11266.01,13140.76,2,132,9087.86,5.26,18,0
CRD-00373,2026-04-01,23,17323.95,21187.69,2,99,36472.34,5.16,12,0
CRD-00374,2025-04-19,51,11976.15,1168.52,0,144,35055.05,4.05,24,0
CRD-00375,2024-04-02,63,10279.47,16371.4,0,1,30367.2,1.23,12,0
CRD-00376,2025-05-24,48,10539.64,9497.85,4,41,1304.17,5.12,24,0
CRD-00377,2024-05-27,75,17643.13,12993.4,4,52,29391.57,2.08,24,0
CRD-00378,2024-12-12,72,7402.51,5912.17,0,26,26405.29,4.16,18,0
CRD-00379,2023-03-11,43,9540.37,4721.09,3,50,26831.73,3.25,24,0
CRD-00380,2024-11-30,45,4740.36,2029.74,0,186,27187.06,3.7,36,0
CRD-00381,2025-11-25,45,12253.12,10016.79,5,184,30019.8,4.42,36,0
CRD-00382,2023-12-27,74,3466.9,4740.1,0,25,6837.65,3.7,24,0
CRD-00383,2026-02-28,21,3521.15,1661.24,0,131,40340.71,4.12,18,0
CRD-00384,2025-08-14,18,1634.55,311.33,0,32,37573.64,3.78,6,0
CRD-00385,2025-11-29,38,1824.55,2682.76,1,228,41694.56,3.08,18,0
CRD-00386,2024-05-14,66,7915.31,11654.47,2,162,14459.13,3.28,36,0
CRD-00387,2023-08-08,38,5250.82,4932.06,5,142,27513.71,1.56,36,0
CRD-00388,2024-08-24,60,7674.19,1188.81,0,28,9689.85,1.16,36,0
CRD-00389,2026-04-08,30,11980.86,12757.9,2,92,28657.44,1.56,18,0
CRD-00390,2023-05-10,38,11379.32,15734.4,0,76,8139.5,3.64,36,0
CRD-00391,2023-10-13,52,8844.78,9008.64,3,10,33008.45,2.1,48,1
CRD-00392,2025-03-04,71,8831.13,6173.34,0,219,19815.1,5.47,48,0
CRD-00393,2024-09-26,31,10091.56,15175.42,3,215,3939.69,1.99,36,1
CRD-00394,2024-02-03,24,11557.44,18022.09,1,137,21182.19,2.38,36,1
CRD-00395,2025-07-05,29,4662.78,1959.15,1,146,30171.31,3.89,24,0
CRD-00396,2024-09-24,53,13885.04,5910.19,0,2,21659.03,2.63,18,0
CRD-00397,2023-04-26,71,3345.85,1325.15,3,20,36721.69,3.34,24,0
CRD-00398,2026-02-18,26,8139.46,6113.51,0,35,44449.19,4.54,6,0
CRD-00399,2023-03-10,57,15917.89,2253.45,0,114,14925.87,3.03,12,0
CRD-00400,2025-09-14,73,5354.57,7205.85,0,4,17510.76,3.25,48,1
CRD-00401,2025-08-11,43,4217.81,5177.0,0,238,8533.56,2.52,18,1
CRD-00402,2024-09-25,46,10964.71,7587.81,4,179,16866.18,4.16,18,0
CRD-00403,2025-11-27,72,14107.59,8477.79,2,207,13934.96,4.67,18,0
CRD-00404,2023-08-19,41,3715.63,2600.4,3,155,26146.27,1.31,6,0
CRD-00405,2024-04-20,40,14047.5,2945.62,0,189,19928.9,5.03,6,0
CRD-00406,2023-05-04,66,6708.13,4783.76,2,127,44698.86,3.96,36,0
CRD-00407,2026-04-08,45,1553.47,1542.92,0,189,10060.72,1.4,18,0
CRD-00408,2024-09-04,75,13062.29,4246.42,0,131,42925.74,1.33,18,0
CRD-00409,2024-09-07,74,7655.25,8548.11,3,200,24689.22,1.76,18,0
CRD-00410,2024-11-21,72,3697.55,4593.93,0,87,4209.16,4.9,36,0
CRD-00411,2024-02-19,35,16980.21,17639.9,0,138,24841.09,4.73,48,0
CRD-00412,2025-03-09,63,13667.16,19918.46,0,97,5666.5,3.41,48,0
CRD-00413,2025-05-05,29,9886.73,10178.42,1,119,43169.39,2.2,12,0
CRD-00414,2026-02-21,66,11901.08,1048.57,1,89,29594.2,2.33,48,0
CRD-00415,2023-11-14,54,4477.99,3879.03,1,223,9163.09,1.64,18,0
CRD-00416,2025-11-11,18,2898.59,3713.06,5,239,43343.67,2.08,24,0
CRD-00417,2025-01-08,41,4478.13,1894.3,1,223,33169.63,5.11,18,0
CRD-00418,2024-05-04,67,2469.44,2187.16,0,138,40471.31,5.01,6,0
CRD-00419,2025-10-31,48,2249.35,922.18,0,8,9773.72,5.13,12,0
CRD-00420,2026-01-24,41,6817.97,3540.47,1,79,44286.34,3.65,24,0
CRD-00421,2024-02-03,65,3064.34,4087.5,0,183,20101.53,1.71,18,0
CRD-00422,2024-08-21,31,2390.73,1667.85,3,105,40899.26,2.48,18,0
CRD-00423,2024-03-07,28,8675.02,1113.31,1,211,39396.62,3.47,18,1
CRD-00424,2024-03-13,22,10436.62,3386.63,1,167,29082.27,2.84,24,0
CRD-00425,2025-03-18,27,4759.13,359.27,1,100,2651.11,3.16,36,0
CRD-00426,2025-11-21,36,14173.5,5884.92,0,228,18710.97,3.78,48,0
CRD-00427,2024-03-31,61,9693.52,9063.37,1,111,36470.04,2.15,6,0
CRD-00428,2025-02-07,66,5197.05,1025.26,2,177,5128.12,2.91,12,0
CRD-00429,2024-11-09,72,10101.08,6185.81,0,19,13622.61,1.11,24,0
CRD-00430,2025-11-13,45,3927.57,5645.29,0,196,37819.04,3.89,6,0
CRD-00431,2023-05-04,42,2003.99,2371.18,2,192,2734.17,4.0,6,0
CRD-00432,2024-02-13,58,6316.82,6103.71,1,114,12373.62,4.0,36,0
CRD-00433,2023-05-29,44,3158.81,4186.63,0,211,6727.11,2.47,24,0
CRD-00434,2023-10-30,45,11799.68,10570.36,0,121,39414.9,2.07,18,0
CRD-00435,2026-03-17,35,2329.24,758.02,1,40,40443.41,4.51,48,0
CRD-00436,2025-08-08,57,5620.45,7559.28,0,205,3791.08,5.17,36,0
CRD-00437,2023-03-04,45,7622.72,2377.09,1,7,44578.75,3.91,24,0
CRD-00438,2025-10-20,34,2965.15,2634.17,0,57,29841.97,4.52,24,0
CRD-00439,2026-02-05,36,10943.52,5920.7,0,208,3716.66,3.58,36,0
CRD-00440,2023-05-28,59,4351.03,256.58,2,130,43152.76,5.06,12,0
CRD-00441,2025-03-14,25,2189.47,2099.9,5,91,6930.17,4.82,12,0
CRD-00442,2025-09-04,63,8323.12,5964.95,0,12,38415.86,4.44,12,0
CRD-00443,2024-05-20,62,6024.05,8873.18,0,228,27354.68,2.15,12,0
CRD-00444,2024-05-05,50,7465.22,8957.5,0,65,27335.65,4.68,18,0
CRD-00445,2025-03-15,31,6308.42,7733.86,4,174,37918.6,3.22,36,0
CRD-00446,2023-02-09,19,11094.93,5129.48,3,144,34282.16,4.34,36,0
CRD-00447,2023-09-20,20,8220.72,3655.95,0,143,18986.74,2.18,36,0
CRD-00448,2025-11-12,60,6700.77,546.44,5,194,37480.42,5.22,6,0
CRD-00449,2025-09-26,21,6954.03,646.62,0,143,6336.37,2.03,36,0
CRD-00450,2023-05-27,49,2262.96,1001.04,0,147,31336.56,3.6,18,0
CRD-00451,2025-10-29,51,15578.23,1017.62,0,66,16559.28,3.42,24,0
CRD-00452,2025-02-13,18,6870.59,10284.03,2,123,13784.7,2.32,24,0
CRD-00453,2025-08-20,27,3642.67,2405.35,2,197,13714.55,4.98,6,0
CRD-00454,2023-11-12,72,10668.26,9516.18,0,133,27064.17,3.3,12,0
CRD-00455,2024-05-20,25,14522.58,15996.48,1,73,1009.82,2.05,24,0
CRD-00456,2023-09-29,45,1702.36,1129.83,2,85,22155.28,3.04,24,0
CRD-00457,2024-02-07,51,10706.6,16253.47,4,56,30256.62,1.53,6,0
CRD-00458,2025-09-25,35,9034.89,2544.93,3,142,3763.87,2.59,12,0
CRD-00459,2025-01-02,41,11522.91,16278.88,0,194,27906.82,1.15,12,0
CRD-00460,2024-01-21,69,13692.25,19413.31,0,134,29683.08,5.42,36,0
CRD-00461,2025-09-28,37,15288.93,21610.58,0,222,2134.63,1.47,24,0
CRD-00462,2025-08-06,66,17639.36,8327.87,0,173,39228.73,3.08,36,0
CRD-00463,2025-01-16,42,17215.89,1924.21,5,118,24403.22,3.75,18,0
CRD-00464,2024-02-15,34,10944.4,16591.74,0,99,4958.88,5.19,6,0
CRD-00465,2023-07-17,51,7095.84,2616.03,3,139,40754.08,4.31,48,0
CRD-00466,2024-07-23,20,1734.96,2265.95,2,128,43513.82,2.48,24,0
CRD-00467,2025-11-02,47,15601.09,22831.52,2,230,31063.9,4.01,6,0
CRD-00468,2025-08-05,44,12645.34,8949.51,4,151,5258.35,2.51,12,0
CRD-00469,2026-02-12,44,6516.17,1034.27,0,138,38768.31,3.03,24,0
CRD-00470,2026-01-29,53,16888.54,3733.78,0,84,36567.39,4.15,12,0
CRD-00471,2025-12-29,59,15360.87,14740.48,0,218,22482.05,3.57,12,0
CRD-00472,2025-12-21,64,5687.03,8705.08,1,160,39660.01,1.21,48,0
CRD-00473,2024-04-09,68,7171.4,11467.44,2,225,17061.62,3.15,18,1
CRD-00474,2025-10-08,70,4960.78,7162.19,0,136,14982.23,3.59,6,1
CRD-00475,2024-07-08,18,8624.44,8749.43,0,141,32181.4,4.83,6,0
CRD-00476,2024-05-03,25,2381.22,2829.04,0,114,17135.95,1.3,6,0
CRD-00477,2023-11-22,51,13461.31,7190.23,2,114,34777.91,3.77,48,0
CRD-00478,2023-11-12,31,4078.05,4837.03,0,230,15394.39,4.58,48,0
CRD-00479,2025-02-06,72,5838.47,9295.3,2,148,37169.23,3.74,48,1
CRD-00480,2024-10-20,46,16667.03,13245.0,0,106,18827.65,4.73,48,0
CRD-00481,2024-05-13,48,16998.17,14253.48,3,215,25564.92,5.4,6,0
CRD-00482,2023-04-23,62,16510.29,22309.31,0,151,33722.64,1.73,24,0
CRD-00483,2025-08-31,32,9029.2,8264.25,0,103,889.39,3.89,48,0
CRD-00484,2023-04-06,30,1732.34,251.13,4,90,17464.31,4.59,6,0
CRD-00485,2023-01-02,27,8189.55,5446.96,0,91,7326.55,4.52,24,0
CRD-00486,2024-10-29,73,10955.84,12547.37,1,27,20207.27,2.04,18,1
CRD-00487,2024-08-25,53,4362.24,4926.13,0,185,27651.04,1.2,48,0
CRD-00488,2025-06-16,65,3071.48,4478.5,0,102,6788.81,4.9,18,1
CRD-00489,2024-09-24,35,6579.38,10024.81,0,60,26195.28,2.5,24,0
CRD-00490,2025-11-15,59,3493.44,2441.01,3,99,36464.93,5.45,6,0
CRD-00491,2024-12-19,70,12722.09,9230.48,0,178,40935.69,2.51,12,1
CRD-00492,2024-04-08,26,7921.66,1190.1,0,180,28373.41,5.46,12,0
CRD-00493,2025-04-11,36,14563.19,15897.52,2,183,19892.62,3.03,48,0
CRD-00494,2023-08-22,44,1470.63,607.64,1,72,7729.33,5.38,36,0
CRD-00495,2025-08-13,18,6007.18,3419.03,2,129,33747.3,5.12,18,0
CRD-00496,2024-04-04,32,10596.74,1643.15,5,133,2215.38,2.56,24,0
CRD-00497,2024-08-30,71,14277.73,10530.56,1,240,41137.75,3.56,18,0
CRD-00498,2025-01-18,18,3614.16,798.12,0,113,1292.14,4.33,18,0
CRD-00499,2024-06-30,26,17402.73,5089.97,4,10,25646.11,3.44,12,0
CRD-00500,2025-06-07,38,7104.97,7773.74,1,218,43555.36,3.5,36,0
CRD-00501,2024-01-19,40,7992.63,2263.73,0,81,19845.14,1.25,6,0
CRD-00502,2025-01-13,55,7478.99,5968.09,2,151,39366.96,3.07,12,1
CRD-00503,2025-07-19,35,9278.72,7956.7,1,56,3757.73,5.41,18,0
CRD-00504,2025-05-16,25,14800.1,8407.31,1,172,3723.27,5.47,12,0
CRD-00505,2023-11-01,69,16969.43,11813.42,0,71,30999.35,1.44,24,0
CRD-00506,2025-07-09,61,14182.35,6166.55,2,33,38230.9,4.58,36,1
CRD-00507,2025-06-25,53,2973.36,4709.28,0,136,31341.68,1.84,36,1
CRD-00508,2025-07-05,37,5922.99,7405.58,1,226,43560.74,2.2,36,0
CRD-00509,2023-10-06,50,12456.04,18333.26,1,210,33210.62,1.63,6,0
CRD-00510,2024-10-24,69,9493.06,14099.35,0,187,1427.86,4.85,36,0
CRD-00511,2023-09-05,30,11493.22,786.99,3,233,44524.94,1.28,12,0
CRD-00512,2023-04-09,63,6091.49,8229.59,0,9,25236.69,4.36,12,0
CRD-00513,2023-03-19,24,7065.15,7379.11,2,169,19899.57,4.63,12,0
CRD-00514,2023-10-08,22,17994.19,3611.09,2,146,14212.96,1.2,12,0
CRD-00515,2023-10-23,27,16549.0,23402.8,4,115,37462.13,4.51,48,0
CRD-00516,2023-04-16,69,12778.0,15042.35,1,222,9204.45,4.52,18,0
CRD-00517,2024-10-19,72,11723.44,15551.8,2,68,26647.63,4.14,12,0
CRD-00518,2024-06-15,41,7853.96,10886.12,0,63,10704.86,4.29,24,0
CRD-00519,2024-12-26,73,17479.06,10463.4,2,224,6103.26,2.95,36,0
CRD-00520,2024-09-12,50,11886.53,4483.32,0,148,28364.08,4.84,36,0
CRD-00521,2025-02-28,64,12611.84,8373.56,1,102,12763.62,1.27,48,0
CRD-00522,2024-04-08,27,16872.38,23792.37,0,228,6554.11,1.66,18,1
CRD-00523,2024-01-17,75,16229.54,25438.64,1,126,17841.23,1.51,12,0
CRD-00524,2024-10-18,25,12513.72,11652.67,2,239,35244.17,3.26,36,0
CRD-00525,2023-03-16,41,13781.45,15381.96,3,52,26286.11,2.47,18,0
CRD-00526,2024-12-23,50,11915.92,17689.65,3,173,29046.74,3.37,6,0
CRD-00527,2025-01-28,56,11185.89,822.45,1,96,17635.36,1.96,24,0
CRD-00528,2024-04-28,29,14849.91,22652.09,0,42,6937.45,2.92,24,1
CRD-00529,2024-12-06,58,7051.57,10252.64,0,53,27895.57,3.77,24,0
CRD-00530,2023-10-02,19,15261.46,20188.56,2,9,7916.16,5.33,6,0
CRD-00531,2025-01-13,19,15690.84,12875.23,1,7,19385.87,3.58,12,0
CRD-00532,2024-03-13,74,13831.75,14853.05,1,69,20903.54,4.52,48,0
CRD-00533,2023-09-11,45,6079.11,2628.6,0,191,10389.74,5.28,48,0
CRD-00534,2025-09-23,34,13823.68,21396.5,3,164,3007.23,2.97,24,0
CRD-00535,2023-05-06,53,9402.37,9720.75,2,183,41760.92,1.45,12,0
CRD-00536,2023-06-23,46,9854.33,4263.91,0,143,8465.03,1.18,24,0
CRD-00537,2024-08-01,38,13212.06,16753.74,2,165,10598.64,4.91,12,1
CRD-00538,2025-10-05,67,11218.45,16926.65,0,68,6464.17,4.99,12,0
CRD-00539,2025-12-03,40,8969.4,3955.45,0,87,2917.25,5.48,12,0
CRD-00540,2025-02-14,32,2947.69,4422.45,0,80,19893.34,1.25,36,0
CRD-00541,2023-12-28,19,15129.94,17442.27,1,139,37582.58,4.94,48,0
CRD-00542,2026-02-21,60,14610.64,7192.98,0,177,28462.76,4.99,36,0
CRD-00543,2024-05-15,29,14540.49,7737.92,2,15,39716.33,3.64,36,0
CRD-00544,2024-09-27,72,7049.53,1781.72,1,39,44592.49,5.21,24,0
CRD-00545,2025-07-15,68,13230.62,15100.37,0,75,18988.72,5.44,6,0
CRD-00546,2023-06-10,73,10028.97,12342.22,0,112,10314.02,2.92,36,0
CRD-00547,2023-05-13,53,6804.43,7919.69,2,84,44033.88,3.68,18,1
CRD-00548,2024-07-29,49,13822.15,4395.73,4,86,43286.51,1.33,24,0
CRD-00549,2024-12-24,54,10877.73,2864.55,1,130,41255.02,3.67,36,0
CRD-00550,2023-11-11,68,15972.46,17608.01,1,182,21958.13,3.86,12,0
CRD-00551,2024-06-07,70,1737.4,1568.38,1,6,35673.55,1.53,24,0
CRD-00552,2026-04-15,34,12485.56,12161.35,0,82,4592.65,3.25,36,0
CRD-00553,2023-01-29,18,14135.84,17384.08,1,102,20482.47,3.88,6,0
CRD-00554,2023-11-17,48,13238.67,13613.35,0,178,22181.64,1.91,48,0
CRD-00555,2024-12-16,26,16336.8,8236.15,5,178,26838.87,2.83,36,0
CRD-00556,2025-08-09,39,6337.02,5387.89,3,89,5881.54,1.65,6,0
CRD-00557,2024-04-20,47,4388.69,1696.55,4,53,34341.99,2.13,18,0
CRD-00558,2023-09-24,71,12613.52,13922.31,0,55,11880.53,4.28,18,0
CRD-00559,2025-06-15,34,10231.74,8157.41,0,171,3876.27,2.42,6,0
CRD-00560,2023-03-03,44,9207.19,7273.16,1,176,28546.62,4.92,6,0
CRD-00561,2025-03-15,44,17010.15,26986.45,1,124,38032.71,5.48,36,0
CRD-00562,2023-07-04,66,14064.9,18852.79,0,39,35879.54,5.05,12,0
CRD-00563,2023-04-14,40,6211.19,2527.38,0,129,29814.36,2.18,12,0
CRD-00564,2024-10-29,64,7821.83,12380.62,4,96,32408.68,4.99,48,0
CRD-00565,2023-07-11,60,16164.93,13076.0,0,3,21775.06,3.57,24,0
CRD-00566,2024-07-02,44,4319.24,4825.84,1,77,36676.8,4.8,48,0
CRD-00567,2024-02-24,60,12661.92,19073.96,0,97,4697.0,3.78,12,0
CRD-00568,2024-09-02,55,3181.46,2985.23,0,235,20309.76,2.84,6,0
CRD-00569,2024-03-21,21,11078.94,1646.68,1,87,18181.59,5.47,48,0
CRD-00570,2023-06-08,21,7938.17,5196.37,2,31,35830.37,1.34,24,0
CRD-00571,2024-09-07,50,9872.93,13809.24,5,208,32283.81,3.95,6,0
CRD-00572,2025-09-02,60,2900.74,3476.21,0,222,40226.19,1.96,48,0
CRD-00573,2024-10-11,52,5489.23,3810.65,4,124,41548.58,5.0,24,0
CRD-00574,2023-03-17,29,8715.07,6768.65,0,93,13980.41,3.71,48,0
CRD-00575,2026-01-29,70,11157.74,11023.75,1,154,41925.8,2.53,24,0
CRD-00576,2024-03-10,43,1557.13,1663.22,1,56,35096.12,4.73,36,0
CRD-00577,2026-01-21,36,10894.01,8497.28,0,6,7721.9,2.2,6,0
CRD-00578,2024-06-28,58,7371.12,5875.86,1,190,27652.75,1.4,48,0
CRD-00579,2025-01-16,56,7615.21,8908.05,0,106,34077.66,3.18,12,0
CRD-00580,2025-10-01,73,3975.3,4467.11,0,34,31333.51,2.52,24,0
CRD-00581,2023-12-30,32,4636.32,5864.69,0,38,24974.66,4.93,12,0
CRD-00582,2024-02-02,75,7323.12,1997.49,3,135,27871.01,1.56,36,0
CRD-00583,2025-10-18,35,12172.04,6274.65,4,106,24060.16,2.46,48,0
CRD-00584,2023-01-21,25,7374.94,755.45,1,230,23780.5,1.55,36,0
CRD-00585,2024-10-09,37,17156.55,20163.41,0,140,2971.0,3.48,18,0
CRD-00586,2023-01-22,53,13852.78,16735.82,0,29,29552.56,2.51,48,0
CRD-00587,2024-06-03,23,10630.58,11743.29,0,153,22538.55,5.35,36,0
CRD-00588,2025-02-25,36,4921.61,4299.79,2,141,43001.28,2.76,24,0
CRD-00589,2026-03-21,32,14062.38,5983.08,0,77,36921.94,3.05,12,0
CRD-00590,2025-05-31,28,17214.37,16260.58,3,40,35860.05,5.2,36,0
CRD-00591,2026-01-30,49,3299.76,4895.35,0,47,10461.1,2.38,12,0
CRD-00592,2024-10-16,18,6185.77,3312.45,0,43,5896.43,2.38,18,0
CRD-00593,2025-05-24,22,9255.75,11244.82,0,123,39001.97,3.92,18,0
CRD-00594,2024-10-11,56,7299.69,7012.24,0,105,17492.09,3.62,36,0
CRD-00595,2024-02-24,59,2946.02,3578.33,0,185,11047.59,3.02,36,0
CRD-00596,2024-12-10,73,10150.74,8751.54,2,130,33839.85,4.11,18,0
CRD-00597,2024-06-24,64,8914.54,3827.44,2,157,24456.73,5.32,36,0
CRD-00598,2025-09-07,48,16882.92,2532.54,0,217,25750.33,1.9,24,0
CRD-00599,2025-07-21,42,6009.29,4385.65,0,37,10623.9,2.31,6,0
CRD-00600,2025-08-18,49,14438.47,21254.22,0,141,34213.16,4.76,36,0
CRD-00601,2023-03-24,19,15849.85,14006.4,5,33,33086.84,4.68,6,0
CRD-00602,2024-10-21,36,6773.21,467.74,0,190,5808.3,2.11,6,0
CRD-00603,2025-04-17,60,6753.83,6276.17,1,71,14188.92,1.91,48,0
CRD-00604,2023-04-24,66,15837.51,3323.99,0,157,11155.75,5.23,24,0
CRD-00605,2025-08-25,70,6981.5,2536.91,3,50,39553.78,2.72,36,0
CRD-00606,2023-09-03,18,12531.07,1017.67,0,208,7714.23,1.92,36,0
CRD-00607,2026-02-04,62,9535.44,7701.14,1,163,21604.47,3.97,24,0
CRD-00608,2025-07-22,59,17738.25,13673.67,4,64,2895.17,5.2,36,0
CRD-00609,2026-03-12,50,13430.6,18733.55,3,106,2003.36,3.3,18,0
CRD-00610,2024-07-22,60,16836.89,26314.84,2,194,3242.0,3.93,6,0
CRD-00611,2023-02-25,19,8765.26,2347.07,0,157,40346.42,4.31,24,0
CRD-00612,2025-11-24,36,11561.76,13313.82,1,38,18690.46,1.75,24,0
CRD-00613,2023-09-05,46,5344.19,3022.02,0,21,33412.35,2.97,18,0
CRD-00614,2024-07-23,38,4774.73,4317.67,2,186,42595.71,3.05,36,0
CRD-00615,2025-11-02,37,2903.31,4102.0,2,217,25245.6,4.05,6,0
CRD-00616,2024-02-05,39,9614.41,11088.8,2,177,25137.42,1.11,36,0
CRD-00617,2025-07-17,19,11802.49,3186.67,1,223,28169.24,2.73,18,0
CRD-00618,2023-09-21,38,2762.38,951.13,0,156,19161.03,1.9,24,0
CRD-00619,2025-12-02,32,10488.66,9511.38,2,212,41960.55,3.23,24,0
CRD-00620,2026-03-20,23,10848.1,14233.19,2,29,13564.32,5.33,12,1
CRD-00621,2023-03-14,51,9254.02,7339.7,0,227,19633.79,1.95,18,0
CRD-00622,2025-05-20,66,10209.54,1038.06,1,175,41522.71,2.0,36,0
CRD-00623,2025-04-27,43,16819.16,11878.47,0,138,18244.23,2.58,24,0
CRD-00624,2024-10-31,69,9380.43,14945.91,0,92,20641.49,2.17,6,0
CRD-00625,2023-09-25,18,6686.29,8055.83,1,228,20332.8,5.06,18,0
CRD-00626,2025-10-25,19,2049.05,1144.85,3,192,24367.15,3.81,48,0
CRD-00627,2025-10-28,41,10373.62,5666.52,0,115,7485.19,2.61,24,0
CRD-00628,2024-08-09,21,11846.11,1445.47,0,74,42401.02,1.17,24,0
CRD-00629,2025-12-07,45,13603.36,20422.66,0,63,5968.87,2.77,48,0
CRD-00630,2024-04-18,19,15047.49,2757.98,1,162,17702.38,3.02,48,0
CRD-00631,2024-11-18,20,5973.18,6442.23,0,11,2631.26,4.75,48,0
CRD-00632,2023-03-18,42,10591.93,2791.58,1,6,18751.29,5.02,18,0
CRD-00633,2025-11-02,61,11475.9,6047.95,0,112,29491.3,4.35,12,0
CRD-00634,2023-12-04,38,14489.27,9567.25,1,104,13745.35,1.72,36,0
CRD-00635,2024-08-30,60,16610.65,3335.12,0,187,10565.16,2.64,12,0
CRD-00636,2025-04-02,60,5726.54,6028.33,3,157,28675.71,4.22,36,0
CRD-00637,2026-01-28,62,1984.62,224.2,0,92,10157.97,5.09,48,1
CRD-00638,2024-10-09,18,10532.28,12943.51,2,107,22715.03,1.83,48,1
CRD-00639,2024-03-07,70,10950.87,2406.0,0,145,26416.09,5.26,6,0
CRD-00640,2026-02-22,75,17209.98,14227.18,0,102,43657.79,5.32,6,0
CRD-00641,2023-07-16,24,5215.06,5326.64,0,155,5599.32,1.89,24,0
CRD-00642,2023-11-14,32,5589.55,2541.67,0,40,17140.41,2.12,24,0
CRD-00643,2023-11-28,74,3192.88,2343.99,1,116,18244.07,4.49,36,0
CRD-00644,2025-01-15,21,7287.28,5991.35,2,150,42428.36,3.25,48,1
CRD-00645,2024-03-27,39,10763.54,8973.54,2,31,21408.13,2.12,24,1
CRD-00646,2023-06-18,67,2961.19,2095.54,3,45,17713.33,5.25,18,0
